Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Losing Voter Bloc Original Winning Parties,Scottish STV - Losing Voter Bloc New Winning Parties,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,Scottish STV - Winning Voter Bloc Original Winning Parties,Scottish STV - Winning Voter Bloc New Winning Parties,Scottish STV - Alt Winning Voter Bloc Anomaly,Scottish STV - Removed Alt Winner Ballots,Scottish STV - Alt Winning Voter Bloc Original Winning Parties,Scottish STV - Alt Winning Voter Bloc New Winning Parties,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Losing Voter Bloc Original Winning Parties,Meek STV - Losing Voter Bloc New Winning Parties,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Meek STV - Winning Voter Bloc Original Winning Parties,Meek STV - Winning Voter Bloc New Winning Parties,Meek STV - Alt Winning Voter Bloc Anomaly,Meek STV - Removed Alt Winner Ballots,Meek STV - Alt Winning Voter Bloc Original Winning Parties,Meek STV - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Loser Ballots,Chamberlin-Courant (OM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Winner Ballots,Chamberlin-Courant (OM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Alt Winner Ballots,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Loser Ballots,Chamberlin-Courant (PM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Winner Ballots,Chamberlin-Courant (PM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Alt Winner Ballots,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc New Winning Parties,Expanding Approvals - Losing Voter Bloc Anomaly,Expanding Approvals - Removed Loser Ballots,Expanding Approvals - Losing Voter Bloc Original Winning Parties,Expanding Approvals - Losing Voter Bloc New Winning Parties,Expanding Approvals - Winning Voter Bloc Anomaly,Expanding Approvals - Removed Winner Ballots,Expanding Approvals - Winning Voter Bloc Original Winning Parties,Expanding Approvals - Winning Voter Bloc New Winning Parties,Expanding Approvals - Alt Winning Voter Bloc Anomaly,Expanding Approvals - Removed Alt Winner Ballots,Expanding Approvals - Alt Winning Voter Bloc Original Winning Parties,Expanding Approvals - Alt Winning Voter Bloc New Winning Parties
glasgow_2007_drumchapel.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_garscadden.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_hillhead.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_north_east.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_springburn.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward17.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward20.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward14.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward17.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward5.csv,"[6, 1, 4, 8]","{(2,): 9, (2, 3, 7): 2, (2, 5): 1, (2, 5, 3): 1, (2, 5, 7): 1, (3,): 17, (3, 5): 1, (3, 5, 2): 1, (3, 7): 5, (3, 7, 2): 2, (3, 7, 5): 1, (5,): 5, (5, 2): 1, (5, 2, 7): 1, (5, 3): 1, (5, 3, 2): 1, (5, 7, 3): 1, (5, 9, 3): 1, (7,): 255, (7, 2): 2, (7, 2, 3): 4, (7, 2, 5): 2, (7, 3): 45, (7, 3, 2): 6, (7, 3, 5): 3, (7, 3, 5, 2): 1, (7, 3, 9): 1, (7, 5): 4, (7, 5, 3): 2, (7, 9): 1, (7, 9, 3): 1, (9,): 10}","['Grn', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7, 3, 2, 8]","{(6, 9): 2, (6, 1, 10, 5): 1, (6, 10, 1): 1, (9, 6, 5, 10): 1, (5, 6, 1): 1, (6, 10, 5): 2, (9, 5, 1): 1, (6, 10, 1, 9): 1, (1,): 5, (6, 5, 9, 1): 1, (10, 5, 6): 1, (6, 5, 10, 9, 1): 1, (6, 10, 9): 1, (10, 9, 1): 3, (10, 1, 9, 6): 1, (5,): 15, (10, 6): 4, (10,): 4, (9, 1, 5): 1, (5, 10): 2, (9, 6): 2, (6, 10): 4, (5, 6): 5, (10, 5, 1): 1, (1, 9, 5): 1, (6,): 100, (1, 6): 2, (6, 9, 1, 10): 1, (6, 1, 9, 5): 1, (5, 9, 10): 1, (9, 1, 6): 1, (10, 5): 1, (10, 9, 5, 1): 1, (9, 6, 1): 1, (6, 5, 10): 5, (1, 5, 10, 6): 1, (10, 1): 1, (6, 9, 5, 10): 1, (5, 10, 1): 1, (1, 9): 1, (6, 1): 3, (6, 5, 9): 1, (6, 5): 20}","['Grn', 'Lab', 'Lab', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']",,,,,,,,
glasgow_2022_ward14.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 3, 4, 5]","{(5,): 39, (9,): 170}","['Con', 'Grn', 'Lab', 'SNP']","['Ind', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,
glasgow_2022_ward16.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward2.csv,"[1, 3, 2]","{(8, 9, 6): 2, (9, 8, 6): 2, (7, 10, 6): 3, (7, 6, 9, 10): 1, (10, 8): 1, (8,): 194, (8, 9, 10): 2, (7, 8, 9, 10, 5): 1, (6, 9, 10): 1, (8, 10, 6): 1, (7, 9, 8, 10): 1, (7, 9, 6): 1, (8, 7, 6): 3, (7, 8, 6): 3, (5,): 27, (10, 6): 3, (10,): 26, (7, 9, 8): 9, (7, 10, 6, 9): 1, (5, 10): 1, (7,): 65, (8, 6): 2, (7, 6): 7, (6, 7, 9): 1, (8, 9, 7, 6): 1, (7, 8, 9): 44, (7, 8): 109, (6, 7): 1, (10, 7): 6, (7, 9): 8, (6, 10): 4, (7, 6, 9): 2, (7, 8, 10): 2, (9,): 22, (10, 7, 6): 3, (8, 7, 9): 33, (7, 6, 10): 1, (8, 7, 10): 2, (8, 6, 7): 3, (7, 9, 10): 3, (7, 10, 9): 1, (9, 8, 5, 7): 1, (6,): 9, (10, 8, 9): 1, (8, 9, 6, 7): 1, (9, 8, 7): 1, (10, 9, 8): 3, (9, 6, 10): 1, (7, 6, 8): 1, (6, 8): 1, (10, 5): 1, (5, 8): 2, (9, 7): 9, (8, 10): 4, (7, 10): 5, (7, 10, 5): 1, (8, 9): 43, (9, 7, 8): 3, (5, 7, 9): 1, (8, 9, 7): 24, (8, 10, 7, 6, 9): 1, (8, 7): 77, (6, 5): 2, (9, 8): 6}","['Grn', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP']",,,,,,,,,"[1, 3, 2]","{(8, 9, 6): 2, (9, 8, 6): 2, (7, 10, 6): 3, (7, 6, 9, 10): 1, (10, 8): 1, (8,): 194, (8, 9, 10): 2, (7, 8, 9, 10, 5): 1, (6, 9, 10): 1, (8, 10, 6): 1, (7, 9, 8, 10): 1, (7, 9, 6): 1, (8, 7, 6): 3, (7, 8, 6): 3, (5,): 27, (10, 6): 3, (10,): 26, (7, 9, 8): 9, (7, 10, 6, 9): 1, (5, 10): 1, (7,): 65, (8, 6): 2, (7, 6): 7, (6, 7, 9): 1, (8, 9, 7, 6): 1, (7, 8, 9): 44, (7, 8): 109, (6, 7): 1, (10, 7): 6, (7, 9): 8, (6, 10): 4, (7, 6, 9): 2, (7, 8, 10): 2, (9,): 22, (10, 7, 6): 3, (8, 7, 9): 33, (7, 6, 10): 1, (8, 7, 10): 2, (8, 6, 7): 3, (7, 9, 10): 3, (7, 10, 9): 1, (9, 8, 5, 7): 1, (6,): 9, (10, 8, 9): 1, (8, 9, 6, 7): 1, (9, 8, 7): 1, (10, 9, 8): 3, (9, 6, 10): 1, (7, 6, 8): 1, (6, 8): 1, (10, 5): 1, (5, 8): 2, (9, 7): 9, (8, 10): 4, (7, 10): 5, (7, 10, 5): 1, (8, 9): 43, (9, 7, 8): 3, (5, 7, 9): 1, (8, 9, 7): 24, (8, 10, 7, 6, 9): 1, (8, 7): 77, (6, 5): 2, (9, 8): 6}","['Grn', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward8.csv,,,,,,,,,,,,,,,,,"[1, 5, 10, 9]","{(5,): 114}","['Grn', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'Lab', 'SNP']","[1, 5, 10, 9]","{(5,): 114}","['Grn', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland_2012_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland_2017_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland_2022_inverness_central.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moray_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 6, 8, 10]","{(4,): 59}","['Ind', 'Ind', 'Lab', 'SNP']","['Con', 'Ind', 'Lab', 'SNP']",,,,,,,,,"[3, 4, 5, 6]","{(8,): 57}","['Con', 'Ind', 'Lab', 'SNP']","['Ind', 'Ind', 'Lab', 'SNP']",,,,,,,,,,,,,,,,
north_ayrshire_2022_irvine_west.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2017_ward4.csv,,,,,,,,,,,,,,,,,"[4, 5, 6, 7]","{(5,): 28, (5, 6): 382, (6,): 30, (6, 5): 220}","['Lab', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[4, 5, 6, 7]","{(5,): 28, (5, 6): 382, (6,): 30, (6, 5): 220}","['Lab', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2017_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 9, 3, 10]","{(1,): 17, (1, 4): 6, (1, 4, 5): 1, (1, 4, 7, 8): 1, (1, 4, 8): 2, (1, 5): 10, (1, 5, 4): 1, (1, 5, 7): 2, (1, 7): 4, (1, 7, 4): 1, (1, 7, 8, 4): 1, (1, 8): 5, (1, 8, 7): 1, (4,): 113, (4, 1): 12, (4, 1, 5): 1, (4, 1, 8): 3, (4, 5): 6, (4, 5, 1): 4, (4, 7): 1, (4, 7, 1): 1, (4, 7, 1, 5): 1, (4, 7, 8): 1, (4, 8): 6, (4, 8, 1): 1, (4, 8, 7): 1, (5,): 7, (5, 1): 5, (5, 1, 4): 2, (5, 1, 7): 1, (5, 4): 3, (7,): 3, (7, 1, 4): 1, (7, 4, 1): 1, (8,): 2, (8, 1, 5): 1, (8, 4): 1, (8, 4, 1): 1}","['Con', 'Lab', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[9, 2, 4, 10]","{(2,): 107, (2, 6): 357, (6,): 51, (6, 2): 208}","['Con', 'Lab', 'Lab', 'SNP']","['Ind', 'Lab', 'SNP', 'SNP']",,,,
south_lanarkshire_2012_ward15.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 4, 9, 2]","{(6, 10, 1): 2, (10, 8): 3, (8,): 22, (10, 1, 8): 1, (1,): 4, (8, 10, 6): 1, (6, 10, 8): 1, (10, 6): 1, (5,): 7, (1, 10): 3, (10,): 11, (8, 6): 3, (6, 10): 2, (1, 6, 10): 1, (5, 6): 1, (5, 1): 1, (6,): 55, (1, 6): 3, (6, 8, 10): 2, (6, 8): 2, (6, 1, 10): 1, (6, 1): 1}","['Con', 'Grn', 'LD', 'SNP']","['Con', 'Grn', 'Lab', 'SNP']",,,,,,,,
west_lothian_2022_ward4.csv,"[2, 7, 8, 10]","{(6, 9): 1, (4, 6, 1): 1, (3, 4, 9): 1, (6, 3, 4): 1, (3, 9): 3, (3, 9, 1): 2, (3, 4): 1, (9, 3, 4, 6): 1, (3, 9, 6): 1, (1,): 31, (1, 9, 3): 5, (9, 1): 25, (1, 9, 3, 6): 1, (1, 3, 6, 9): 1, (4, 9, 1): 5, (1, 6, 9): 3, (6, 9, 1): 2, (3, 1, 6): 1, (4, 9): 2, (9, 4, 1): 3, (4,): 17, (1, 3, 9): 1, (4, 1): 2, (1, 9, 6): 6, (3, 1, 9): 5, (9, 1, 3): 8, (9,): 39, (6, 3): 7, (1, 9, 4, 3): 1, (3, 1, 4): 1, (3, 6): 7, (3, 4, 1): 1, (1, 9, 4, 6): 1, (9, 3, 1): 1, (6, 3, 1): 2, (3, 6, 1): 3, (1, 6, 3): 1, (6, 4): 1, (6,): 24, (3, 9, 4): 1, (1, 4, 9): 5, (1, 6): 4, (1, 9, 4): 6, (4, 9, 6, 3, 1): 1, (4, 1, 9): 2, (3,): 34, (6, 1, 3): 1, (9, 1, 6): 2, (3, 1): 3, (9, 1, 4): 5, (6, 3, 1, 9): 2, (9, 3): 4, (1, 4, 3): 1, (9, 4): 2, (9, 6, 1): 1, (3, 6, 9): 1, (6, 9, 3): 1, (1, 9): 37, (1, 4, 6): 1, (1, 3): 1, (9, 1, 3, 6): 3, (6, 1, 9): 8}","['Con', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west_lothian_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2022_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9, 3, 4, 2]","{(9,): 259}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Con', 'Ind', 'SNP']","[9, 3, 4, 2]","{(9,): 259}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Con', 'Ind', 'SNP']"
aberdeen_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2022_ward4.csv,,,,,,,,,,,,,,,,,"[8, 4, 5, 6]","{(8,): 67, (5,): 20, (5, 8): 112, (8, 5): 129}","['Con', 'Grn', 'SNP', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[8, 4, 5, 6]","{(8,): 67, (5,): 20, (5, 8): 112, (8, 5): 129}","['Con', 'Grn', 'SNP', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']",,,,,"[4, 7, 8, 10]","{(6,): 42}","['Con', 'Ind', 'SNP', 'Unknown']","['Con', 'Grn', 'Ind', 'SNP']",,,,,,,,,"[4, 7, 8, 10]","{(6,): 42}","['Con', 'Ind', 'SNP', 'Unknown']","['Con', 'Grn', 'Ind', 'SNP']",,,,,,,,,"[5, 8, 6, 4]","{(8,): 67}","['Grn', 'Ind', 'SNP', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[5, 8, 6, 4]","{(8,): 67}","['Grn', 'Ind', 'SNP', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']"
east_renfrewshire_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_baillieston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_canal.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_govan.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_linn.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_shettleston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward14.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward16.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2022_garnock_valley.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2012_ward12.csv,"[1, 3, 4, 11]","{(10,): 51, (10, 12, 2): 1, (10, 2): 1, (10, 2, 12): 1, (10, 2, 8): 1, (10, 5, 8, 2): 1, (10, 5, 8, 6, 2): 1, (10, 5, 9): 1, (10, 5, 9, 6): 1, (10, 6): 4, (10, 6, 5): 1, (10, 6, 5, 2): 1, (10, 6, 5, 2, 8): 1, (10, 6, 8): 2, (10, 8): 1, (10, 8, 2, 5, 6): 1, (10, 8, 6, 5, 2, 9): 1, (10, 9): 6, (10, 9, 2, 5, 6, 8): 1, (10, 9, 6, 2): 1, (10, 9, 8): 2, (12,): 7, (12, 2): 1, (12, 6, 5, 8, 2): 1, (12, 6, 8, 5): 1, (2,): 6, (2, 10, 5): 1, (2, 5, 10): 1, (2, 5, 10, 8): 1, (2, 5, 6, 12): 1, (2, 5, 6, 8): 3, (2, 5, 6, 8, 9): 1, (2, 5, 6, 8, 9, 12): 1, (2, 5, 8): 1, (2, 6): 1, (2, 6, 10): 2, (2, 6, 5): 1, (2, 8, 6): 1, (5,): 31, (5, 10): 4, (5, 10, 2): 1, (5, 10, 8): 1, (5, 10, 9): 1, (5, 2): 1, (5, 2, 6): 1, (5, 2, 6, 8): 4, (5, 2, 6, 8, 9): 1, (5, 2, 8): 4, (5, 6): 7, (5, 6, 2): 1, (5, 6, 2, 8): 4, (5, 6, 8): 3, (5, 6, 8, 2): 1, (5, 6, 8, 2, 9): 1, (5, 6, 9): 1, (5, 8): 1, (5, 8, 2): 4, (5, 8, 2, 10, 6): 1, (5, 8, 6): 1, (5, 8, 6, 2): 3, (5, 8, 9, 6): 1, (5, 9): 1, (6,): 10, (6, 12): 1, (6, 2): 2, (6, 2, 5): 4, (6, 2, 5, 8): 1, (6, 2, 8): 1, (6, 5): 1, (6, 5, 2, 8): 1, (6, 5, 8): 2, (6, 5, 8, 2): 1, (6, 5, 8, 2, 9, 12): 1, (6, 5, 9, 2): 1, (6, 8, 5, 2): 1, (6, 8, 5, 2, 9): 1, (6, 9): 3, (6, 9, 2): 1, (8,): 4, (8, 2, 5, 6): 1, (8, 2, 6): 1, (8, 5, 2): 1, (8, 5, 6, 2): 1, (8, 6, 10): 1, (8, 6, 2, 5): 1, (8, 6, 5, 2): 3, (8, 9): 1, (8, 9, 5, 6): 1, (9,): 23, (9, 10): 4, (9, 10, 5): 2, (9, 10, 5, 2, 8, 6): 1, (9, 2, 5, 6): 1, (9, 2, 8, 6, 5): 1, (9, 5, 2, 6, 8): 1, (9, 6): 2, (9, 6, 2): 1, (9, 6, 2, 5, 8): 1, (9, 6, 5): 2, (9, 6, 5, 2): 2, (9, 6, 5, 2, 8): 1, (9, 8, 10): 1}","['Con', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2022_ward12.csv,,,,,,,,,,,,,,,,,"[6, 9, 2, 7]","{(2,): 300}","['Grn', 'LD', 'Lab', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']","[6, 9, 2, 7]","{(2,): 300}","['Grn', 'LD', 'Lab', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
