Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,AQ STV - Losing Voter Bloc Anomaly,AQ STV - Removed Loser Ballots,AQ STV - Winning Voter Bloc Anomaly,AQ STV - Removed Winner Ballots,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Loser Ballots,Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Winner Ballots,Greedy Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Greedy Chamberlin-Courant (OM) - Removed Loser Ballots,Greedy Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Greedy Chamberlin-Courant (OM) - Removed Winner Ballots,Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Loser Ballots,Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Winner Ballots,Greedy Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Greedy Chamberlin-Courant (PM) - Removed Loser Ballots,Greedy Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Greedy Chamberlin-Courant (PM) - Removed Winner Ballots,Expanding Approvals - Losing Voter Bloc Anomaly,Expanding Approvals - Removed Loser Ballots,Expanding Approvals - Winning Voter Bloc Anomaly,Expanding Approvals - Removed Winner Ballots
south_lanarkshire_2012_ward5.csv,"[3, 7, 2, 4]","{(10,): 10, (10, 5): 2, (10, 8): 2, (10, 8, 9): 1, (10, 9, 8): 1, (11,): 26, (11, 10): 2, (11, 10, 5): 1, (11, 10, 9, 8): 1, (11, 5): 3, (11, 6): 3, (11, 6, 8): 1, (11, 8): 1, (11, 8, 6): 1, (11, 9): 1, (11, 9, 10): 1, (5,): 180, (5, 10): 2, (5, 10, 11): 1, (5, 10, 6): 1, (5, 10, 8): 1, (5, 11): 12, (5, 11, 8): 2, (5, 11, 9): 1, (5, 6): 10, (5, 6, 10): 1, (5, 6, 8): 1, (5, 6, 9): 1, (5, 8): 11, (5, 8, 10): 1, (5, 8, 11): 3, (5, 8, 6): 1, (5, 8, 9): 3, (5, 8, 9, 11, 10): 1, (5, 9): 14, (5, 9, 11): 2, (5, 9, 8): 1, (6,): 63, (6, 10): 1, (6, 10, 5): 1, (6, 10, 8): 1, (6, 11): 3, (6, 11, 9): 1, (6, 8): 12, (6, 8, 11): 1, (8,): 34, (8, 10): 2, (8, 10, 6): 1, (8, 11): 5, (8, 5): 3, (8, 5, 11): 1, (8, 5, 6, 11): 1, (8, 6): 3, (8, 6, 11): 1, (8, 9): 1, (8, 9, 10): 1, (9,): 4, (9, 10): 1, (9, 10, 11): 1, (9, 11): 1, (9, 11, 10): 1, (9, 5): 4}",,,"[3, 7, 2, 4]","{(10,): 10, (10, 5): 2, (10, 8): 2, (10, 8, 9): 1, (10, 9, 8): 1, (11,): 26, (11, 10): 2, (11, 10, 5): 1, (11, 10, 9, 8): 1, (11, 5): 3, (11, 6): 3, (11, 6, 8): 1, (11, 8): 1, (11, 8, 6): 1, (11, 9): 1, (11, 9, 10): 1, (5,): 180, (5, 10): 2, (5, 10, 11): 1, (5, 10, 6): 1, (5, 10, 8): 1, (5, 11): 12, (5, 11, 8): 2, (5, 11, 9): 1, (5, 6): 10, (5, 6, 10): 1, (5, 6, 8): 1, (5, 6, 9): 1, (5, 8): 11, (5, 8, 10): 1, (5, 8, 11): 3, (5, 8, 6): 1, (5, 8, 9): 3, (5, 8, 9, 11, 10): 1, (5, 9): 14, (5, 9, 11): 2, (5, 9, 8): 1, (6,): 63, (6, 10): 1, (6, 10, 5): 1, (6, 10, 8): 1, (6, 11): 3, (6, 11, 9): 1, (6, 8): 12, (6, 8, 11): 1, (8,): 34, (8, 10): 2, (8, 10, 6): 1, (8, 11): 5, (8, 5): 3, (8, 5, 11): 1, (8, 5, 6, 11): 1, (8, 6): 3, (8, 6, 11): 1, (8, 9): 1, (8, 9, 10): 1, (9,): 4, (9, 10): 1, (9, 10, 11): 1, (9, 11): 1, (9, 11, 10): 1, (9, 5): 4}",,,,,"[2, 1, 3, 7]","{(3,): 45, (3, 7): 379, (7,): 20, (7, 3): 218}",,,"[1, 2, 7, 8]","{(3,): 45, (3, 4): 5, (3, 4, 5): 2, (3, 5): 3, (3, 5, 4): 1, (4,): 34, (4, 3): 4, (4, 5): 11, (5,): 180, (5, 3): 9, (5, 3, 4): 2, (5, 4): 26, (5, 4, 3): 1}",,,"[7, 2, 1, 8]","{(3,): 45, (3, 4): 5, (3, 4, 5): 2, (3, 5): 3, (3, 5, 4): 1, (4,): 34, (4, 3): 4, (4, 5): 11, (5,): 180, (5, 3): 9, (5, 3, 4): 2, (5, 4): 26, (5, 4, 3): 1}",,,"[1, 2, 7, 8]","{(3,): 45, (3, 4): 5, (3, 4, 5): 2, (3, 5): 3, (3, 5, 4): 1, (4,): 34, (4, 3): 4, (4, 5): 11, (5,): 180, (5, 3): 9, (5, 3, 4): 2, (5, 4): 26, (5, 4, 3): 1}",,,"[7, 2, 1, 8]","{(3,): 45, (3, 4): 5, (3, 4, 5): 2, (3, 5): 3, (3, 5, 4): 1, (4,): 34, (4, 3): 4, (4, 5): 11, (5,): 180, (5, 3): 9, (5, 3, 4): 2, (5, 4): 26, (5, 4, 3): 1}",,,"[3, 6, 4, 5]","{(3,): 45, (3, 4): 5, (3, 4, 7): 4, (3, 7): 379, (3, 7, 4): 37, (4,): 34, (4, 3): 4, (4, 3, 7): 7, (4, 7): 12, (4, 7, 3): 8, (7,): 20, (7, 3): 218, (7, 3, 4): 51, (7, 4): 8, (7, 4, 3): 4}"
aberdeen_2012_ward12.csv,"[1, 3, 4, 11]","{(10,): 51, (10, 12, 2): 1, (10, 2): 1, (10, 2, 12): 1, (10, 2, 8): 1, (10, 5, 8, 2): 1, (10, 5, 8, 6, 2): 1, (10, 5, 9): 1, (10, 5, 9, 6): 1, (10, 6): 4, (10, 6, 5): 1, (10, 6, 5, 2): 1, (10, 6, 5, 2, 8): 1, (10, 6, 8): 2, (10, 8): 1, (10, 8, 2, 5, 6): 1, (10, 8, 6, 5, 2, 9): 1, (10, 9): 6, (10, 9, 2, 5, 6, 8): 1, (10, 9, 6, 2): 1, (10, 9, 8): 2, (12,): 7, (12, 2): 1, (12, 6, 5, 8, 2): 1, (12, 6, 8, 5): 1, (2,): 6, (2, 10, 5): 1, (2, 5, 10): 1, (2, 5, 10, 8): 1, (2, 5, 6, 12): 1, (2, 5, 6, 8): 3, (2, 5, 6, 8, 9): 1, (2, 5, 6, 8, 9, 12): 1, (2, 5, 8): 1, (2, 6): 1, (2, 6, 10): 2, (2, 6, 5): 1, (2, 8, 6): 1, (5,): 31, (5, 10): 4, (5, 10, 2): 1, (5, 10, 8): 1, (5, 10, 9): 1, (5, 2): 1, (5, 2, 6): 1, (5, 2, 6, 8): 4, (5, 2, 6, 8, 9): 1, (5, 2, 8): 4, (5, 6): 7, (5, 6, 2): 1, (5, 6, 2, 8): 4, (5, 6, 8): 3, (5, 6, 8, 2): 1, (5, 6, 8, 2, 9): 1, (5, 6, 9): 1, (5, 8): 1, (5, 8, 2): 4, (5, 8, 2, 10, 6): 1, (5, 8, 6): 1, (5, 8, 6, 2): 3, (5, 8, 9, 6): 1, (5, 9): 1, (6,): 10, (6, 12): 1, (6, 2): 2, (6, 2, 5): 4, (6, 2, 5, 8): 1, (6, 2, 8): 1, (6, 5): 1, (6, 5, 2, 8): 1, (6, 5, 8): 2, (6, 5, 8, 2): 1, (6, 5, 8, 2, 9, 12): 1, (6, 5, 9, 2): 1, (6, 8, 5, 2): 1, (6, 8, 5, 2, 9): 1, (6, 9): 3, (6, 9, 2): 1, (8,): 4, (8, 2, 5, 6): 1, (8, 2, 6): 1, (8, 5, 2): 1, (8, 5, 6, 2): 1, (8, 6, 10): 1, (8, 6, 2, 5): 1, (8, 6, 5, 2): 3, (8, 9): 1, (8, 9, 5, 6): 1, (9,): 23, (9, 10): 4, (9, 10, 5): 2, (9, 10, 5, 2, 8, 6): 1, (9, 2, 5, 6): 1, (9, 2, 8, 6, 5): 1, (9, 5, 2, 6, 8): 1, (9, 6): 2, (9, 6, 2): 1, (9, 6, 2, 5, 8): 1, (9, 6, 5): 2, (9, 6, 5, 2): 2, (9, 6, 5, 2, 8): 1, (9, 8, 10): 1}",,,,,,,,,"[1, 3, 4, 7]","{(1,): 93}",,,,,,,,,,,,,,,,,,,,
edinburgh_2022_ward12.csv,,,,,,,,,,,"[6, 9, 2, 7]","{(2,): 300}",,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward16.csv,"[5, 6, 10, 9]","{(1,): 25, (1, 2): 3, (1, 2, 11): 1, (1, 2, 11, 8): 1, (1, 2, 3, 4): 1, (1, 2, 8): 1, (1, 3): 1, (1, 3, 2, 4): 1, (1, 3, 7): 1, (1, 7): 5, (1, 7, 3): 1, (1, 8, 2): 2, (11,): 37, (11, 1): 1, (11, 2): 2, (11, 2, 4): 1, (11, 2, 8): 7, (11, 2, 8, 4): 1, (11, 4): 10, (11, 4, 2): 2, (11, 4, 8): 1, (11, 7, 1): 1, (11, 8): 1, (11, 8, 2): 8, (11, 8, 4, 7): 1, (2,): 11, (2, 1): 2, (2, 1, 7): 2, (2, 11): 5, (2, 11, 7): 1, (2, 11, 8): 1, (2, 3, 8): 1, (2, 4): 1, (2, 4, 11): 1, (2, 7, 1): 1, (2, 7, 8): 1, (2, 8): 101, (2, 8, 1): 1, (2, 8, 11): 21, (2, 8, 11, 4): 1, (2, 8, 11, 7): 1, (2, 8, 3): 4, (2, 8, 4): 2, (2, 8, 4, 11): 1, (2, 8, 7): 1, (3,): 3, (3, 11): 1, (3, 11, 8): 1, (3, 2, 7): 1, (3, 7): 1, (3, 7, 8): 1, (3, 8): 1, (4,): 11, (4, 11): 5, (4, 11, 2, 3): 1, (4, 2, 11): 1, (4, 8): 1, (7,): 11, (7, 1): 5, (7, 1, 2): 1, (7, 1, 3): 2, (7, 2): 1, (7, 2, 1): 2, (7, 2, 8): 1, (7, 3): 1, (7, 3, 2): 1, (7, 8, 4): 1, (8,): 1, (8, 11, 2): 1, (8, 2): 3, (8, 2, 11): 2, (8, 2, 4, 11): 1, (8, 2, 7): 1}",,,"[5, 6, 10, 9]","{(1,): 25, (1, 2): 3, (1, 2, 11): 1, (1, 2, 11, 8): 1, (1, 2, 3, 4): 1, (1, 2, 8): 1, (1, 3): 1, (1, 3, 2, 4): 1, (1, 3, 7): 1, (1, 7): 5, (1, 7, 3): 1, (1, 8, 2): 2, (11,): 37, (11, 1): 1, (11, 2): 2, (11, 2, 4): 1, (11, 2, 8): 7, (11, 2, 8, 4): 1, (11, 4): 10, (11, 4, 2): 2, (11, 4, 8): 1, (11, 7, 1): 1, (11, 8): 1, (11, 8, 2): 8, (11, 8, 4, 7): 1, (2,): 11, (2, 1): 2, (2, 1, 7): 2, (2, 11): 5, (2, 11, 7): 1, (2, 11, 8): 1, (2, 3, 8): 1, (2, 4): 1, (2, 4, 11): 1, (2, 7, 1): 1, (2, 7, 8): 1, (2, 8): 101, (2, 8, 1): 1, (2, 8, 11): 21, (2, 8, 11, 4): 1, (2, 8, 11, 7): 1, (2, 8, 3): 4, (2, 8, 4): 2, (2, 8, 4, 11): 1, (2, 8, 7): 1, (3,): 3, (3, 11): 1, (3, 11, 8): 1, (3, 2, 7): 1, (3, 7): 1, (3, 7, 8): 1, (3, 8): 1, (4,): 11, (4, 11): 5, (4, 11, 2, 3): 1, (4, 2, 11): 1, (4, 8): 1, (7,): 11, (7, 1): 5, (7, 1, 2): 1, (7, 1, 3): 2, (7, 2): 1, (7, 2, 1): 2, (7, 2, 8): 1, (7, 3): 1, (7, 3, 2): 1, (7, 8, 4): 1, (8,): 1, (8, 11, 2): 1, (8, 2): 3, (8, 2, 11): 2, (8, 2, 4, 11): 1, (8, 2, 7): 1}",,,,,,,,,,,,,,,,,,,,,,,,,"[5, 6, 10, 12]","{(6,): 56}"
glasgow_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9, 5, 7, 4]","{(1,): 34, (1, 10): 1, (1, 10, 11): 1, (1, 10, 3): 2, (1, 10, 3, 2): 1, (1, 10, 6): 1, (1, 2): 3, (1, 2, 10): 2, (1, 2, 3): 3, (1, 2, 8): 1, (1, 3): 2, (1, 3, 2): 1, (1, 6): 2, (1, 8, 10, 11, 3): 1, (1, 8, 6): 1, (10,): 17, (10, 1): 3, (10, 1, 3): 1, (10, 11): 1, (10, 11, 6): 2, (10, 11, 8): 1, (10, 3, 1): 1, (10, 3, 1, 2): 1, (10, 3, 6): 1, (10, 6, 1): 1, (11,): 23, (11, 1, 2): 1, (11, 1, 3): 1, (11, 2): 2, (11, 2, 1): 2, (11, 2, 3): 1, (11, 2, 8): 2, (11, 6): 1, (11, 8): 2, (11, 8, 10, 1, 2): 1, (11, 8, 2, 1): 1, (11, 8, 3): 2, (2,): 9, (2, 1): 2, (2, 1, 11): 1, (2, 11): 1, (2, 11, 8): 1, (2, 3): 3, (2, 3, 1): 1, (2, 6, 1): 1, (3,): 10, (3, 1): 1, (3, 1, 2): 2, (3, 1, 8): 1, (3, 10): 1, (3, 11): 1, (3, 2): 3, (3, 2, 1, 11, 8): 1, (6,): 36, (6, 1): 4, (6, 1, 10): 1, (6, 1, 2): 1, (6, 10, 11): 1, (6, 11): 1, (6, 2): 1, (6, 2, 1, 8): 1, (6, 3, 8, 1): 1, (8,): 9, (8, 10, 1): 1, (8, 10, 11, 1, 2): 1, (8, 11): 3, (8, 11, 1): 1, (8, 11, 10, 2): 1, (8, 2, 3): 1, (8, 3): 1, (8, 3, 11): 1, (8, 6): 1, (8, 6, 10): 1}","[9, 5, 7, 4]","{(9,): 216}"
highland_2017_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2022_north_coast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 10, 2, 4, 7]","{(9, 8, 6): 1, (8,): 15, (8, 11, 9): 2, (5, 3, 6): 1, (3, 9): 1, (5, 11, 8, 3, 6): 1, (9, 11): 10, (6, 11): 2, (8, 9, 11): 1, (6, 11, 8): 2, (6, 3, 11, 5): 1, (3, 8): 1, (5,): 8, (11, 3, 8): 1, (6, 8, 9): 1, (11,): 38, (5, 9): 1, (8, 11): 3, (9, 6): 2, (9, 6, 5): 1, (9, 11, 6): 2, (9,): 24, (6, 3): 1, (3, 5): 7, (8, 3): 1, (11, 9): 7, (6, 11, 5): 1, (6,): 32, (3,): 5, (11, 5): 1, (5, 11): 2, (5, 8): 1, (9, 3): 1, (3, 5, 11): 1, (8, 9): 2, (6, 5): 4, (9, 8): 2, (8, 5): 1}","[1, 7, 10, 4, 2]","{(2,): 136, (10,): 248, (2, 10): 30, (10, 2): 28}"
north_lanarkshire_2017_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2022_ward11.csv,,,,,,,,,,,,,,,"[3, 4, 8, 9]","{(7,): 95}",,,"[3, 9, 7, 8]","{(8,): 460, (8, 7, 4): 6, (7, 4, 8): 5, (4, 8): 29, (4, 7): 114, (8, 4): 63, (7,): 95, (4,): 168, (7, 8): 7, (7, 4): 73, (8, 4, 7): 9, (7, 8, 4): 3, (8, 7): 17, (4, 8, 7): 6, (4, 7, 8): 6}",,,,,,,"[3, 9, 7, 8]","{(8,): 460, (8, 7, 4): 6, (7, 4, 8): 5, (4, 8): 29, (4, 7): 114, (8, 4): 63, (7,): 95, (4,): 168, (7, 8): 7, (7, 4): 73, (8, 4, 7): 9, (7, 8, 4): 3, (8, 7): 17, (4, 8, 7): 6, (4, 7, 8): 6}","[8, 7, 6, 3]","{(1, 10, 12): 1, (12,): 7, (13, 1): 9, (12, 2, 1, 5, 11, 10): 1, (5, 11, 12): 1, (12, 10): 1, (12, 1): 2, (12, 4, 1): 1, (10, 2, 12): 1, (12, 10, 13): 1, (1,): 9, (13, 5, 1): 2, (12, 11, 5, 2): 1, (12, 1, 11): 1, (5, 4): 1, (5, 11, 12, 10): 1, (12, 13): 1, (4, 5): 2, (4, 13): 4, (1, 10, 5): 1, (5,): 2, (12, 4, 13): 1, (1, 12, 4): 1, (13, 1, 12, 11): 2, (13, 4): 2, (5, 1, 12, 10): 1, (12, 11, 5, 2, 1, 10): 1, (4, 1, 5): 2, (10, 11, 12): 1, (4, 2): 1, (4, 1, 2, 10): 1, (4, 5, 2): 1, (5, 4, 2): 1, (4, 1, 2): 2, (10, 13, 4): 1, (11, 12, 1, 2): 1, (1, 4): 1, (11,): 2, (1, 13, 4): 1, (5, 2, 12, 10, 13): 1, (12, 11, 5, 4, 13): 1, (1, 2, 11): 1, (4,): 168, (12, 2, 5, 1, 11, 10): 1, (13, 1, 12): 1, (4, 1): 5, (10, 4, 11, 12, 5): 1, (12, 4): 1, (5, 2, 1): 1, (5, 4, 1): 1, (12, 5, 10): 1, (4, 2, 10): 1, (4, 10): 3, (13, 10): 4, (4, 1, 11): 1, (4, 5, 1): 2, (2, 5, 12): 1, (1, 2, 5, 10, 11, 12): 3, (13,): 7, (1, 12, 10, 5, 2, 11): 1, (4, 2, 5, 10, 11, 12, 1): 1, (2, 5, 10, 11, 12): 1, (12, 4, 10): 1, (4, 1, 10): 1, (4, 12, 13): 1, (4, 10, 12, 11, 5, 2, 1): 1, (1, 4, 10, 11, 13): 1, (4, 12): 1, (5, 12): 1, (4, 11): 1, (13, 1, 2, 5, 10, 11): 1, (1, 2, 11, 12): 1, (5, 2, 11): 1, (10, 4, 11): 1, (12, 11, 2, 1): 1, (2, 5, 11, 12): 1, (12, 11, 5): 2, (1, 4, 5): 1, (11, 2, 5, 10, 12): 1, (11, 12): 1, (4, 1, 2, 12): 1, (12, 11, 2, 5): 1, (4, 1, 2, 10, 11, 12): 1, (12, 5): 1, (13, 12, 11): 1, (1, 2, 5, 10, 11): 1, (4, 11, 2, 5): 1}","[8, 7, 6, 4]","{(7,): 95, (7, 3): 42, (3,): 158, (3, 7): 55}"
glasgow_2007_eastcentre.csv,,,,,,,,,,,,,,,,,,,,,,,"[3, 5, 6, 10]","{(2,): 329}",,,"[5, 6, 10, 3]","{(2,): 329}",,,,
glasgow_2012_ward11.csv,,,,,,,,,,,"[1, 13, 9, 12]","{(9,): 45}",,,,,,,,,,,,,,,,,,,"[1, 9, 13, 10]","{(1,): 52}"
glasgow_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 5, 2, 10]","{(1,): 187, (1, 11): 55, (1, 11, 13): 5, (1, 11, 3): 3, (1, 11, 6): 2, (1, 11, 6, 7): 5, (1, 11, 6, 7, 3): 1, (1, 11, 7, 6): 2, (1, 11, 8, 3): 1, (1, 11, 9): 3, (1, 13): 14, (1, 13, 11): 3, (1, 13, 3, 11): 1, (1, 13, 6): 1, (1, 13, 6, 7): 2, (1, 13, 6, 9): 1, (1, 13, 7): 2, (1, 13, 7, 6): 1, (1, 13, 7, 6, 9): 1, (1, 13, 9): 1, (1, 3): 5, (1, 3, 11, 7): 1, (1, 3, 6): 1, (1, 6): 9, (1, 6, 11): 1, (1, 6, 11, 7): 1, (1, 6, 13): 1, (1, 6, 13, 11, 7): 1, (1, 6, 13, 9): 1, (1, 6, 7): 41, (1, 6, 7, 11): 8, (1, 6, 7, 11, 3): 2, (1, 6, 7, 11, 9): 1, (1, 6, 7, 13): 4, (1, 6, 7, 13, 11): 1, (1, 6, 7, 13, 9): 1, (1, 6, 7, 3): 2, (1, 6, 7, 8, 9): 1, (1, 6, 7, 9): 4, (1, 6, 7, 9, 11, 13): 2, (1, 6, 7, 9, 13): 1, (1, 6, 7, 9, 13, 3): 1, (1, 6, 9): 2, (1, 6, 9, 7): 1, (1, 7): 3, (1, 7, 11): 1, (1, 7, 13, 9): 1, (1, 7, 6): 8, (1, 7, 6, 11): 2, (1, 7, 6, 13): 1, (1, 7, 6, 9): 3, (1, 7, 6, 9, 11): 1, (1, 7, 9): 2, (1, 8, 13): 1, (1, 9): 21, (1, 9, 11): 3, (1, 9, 13): 1, (1, 9, 6): 3, (1, 9, 6, 7): 6, (1, 9, 7): 4, (1, 9, 7, 13): 2, (1, 9, 7, 6): 2, (11,): 57, (11, 1): 23, (11, 1, 13): 1, (11, 1, 3): 1, (11, 1, 6): 1, (11, 1, 6, 7): 2, (11, 1, 7): 2, (11, 1, 9): 2, (11, 1, 9, 7, 6): 1, (11, 13): 3, (11, 13, 9): 2, (11, 3): 1, (11, 6, 1): 1, (11, 6, 1, 7): 1, (11, 6, 7): 1, (11, 7, 6, 3, 13): 1, (11, 8, 1): 1, (11, 8, 6, 7): 1, (11, 9): 1, (11, 9, 3): 1, (11, 9, 8): 1, (13,): 17, (13, 1): 2, (13, 1, 11): 1, (13, 1, 6): 1, (13, 1, 6, 7): 1, (13, 1, 6, 7, 9): 2, (13, 1, 6, 7, 9, 3): 1, (13, 1, 9): 1, (13, 11): 1, (13, 11, 1): 1, (13, 11, 1, 7): 1, (13, 8, 3, 9): 1, (13, 9): 3, (13, 9, 1): 2, (13, 9, 1, 7, 6): 2, (13, 9, 3): 3, (13, 9, 6, 7): 1, (13, 9, 7): 1, (3,): 9, (3, 1, 9): 1, (3, 11, 1): 1, (6,): 2, (6, 1, 3): 1, (6, 13, 7): 1, (6, 7): 1, (6, 7, 1): 5, (6, 7, 1, 9): 1, (6, 7, 11): 2, (6, 7, 11, 9): 1, (6, 7, 13): 2, (6, 7, 3): 2, (6, 7, 9): 6, (6, 7, 9, 1): 1, (6, 7, 9, 1, 3): 1, (6, 7, 9, 13): 1, (7, 1, 11): 1, (7, 1, 6): 1, (7, 11, 1, 6): 1, (7, 6): 7, (7, 6, 1): 3, (7, 6, 11, 1): 2, (7, 6, 9): 1, (7, 9, 1): 1, (8,): 8, (9,): 12, (9, 1): 1, (9, 1, 13): 3, (9, 1, 3): 1, (9, 1, 6): 1, (9, 1, 6, 7): 5, (9, 1, 7): 1, (9, 13): 1, (9, 13, 1): 1, (9, 13, 6, 7): 1, (9, 13, 6, 7, 1): 1, (9, 3): 1, (9, 3, 1, 7): 1, (9, 3, 11, 1): 1, (9, 6, 7): 2, (9, 6, 7, 1): 1, (9, 6, 7, 3): 1, (9, 7, 6, 1): 2, (9, 7, 6, 11): 1, (9, 7, 6, 13): 1}","[5, 4, 2, 10]","{(4,): 116}"
glasgow_2012_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
