Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,AQ STV - Losing Voter Bloc Anomaly,AQ STV - Removed Loser Ballots,AQ STV - Winning Voter Bloc Anomaly,AQ STV - Removed Winner Ballots,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Chamberlin-Courant - Losing Voter Bloc Anomaly,Chamberlin-Courant - Removed Loser Ballots,Chamberlin-Courant - Winning Voter Bloc Anomaly,Chamberlin-Courant - Removed Winner Ballots,Greedy Chamberlin-Courant - Losing Voter Bloc Anomaly,Greedy Chamberlin-Courant - Removed Loser Ballots,Greedy Chamberlin-Courant - Winning Voter Bloc Anomaly,Greedy Chamberlin-Courant - Removed Winner Ballots,Expanding Approvals - Losing Voter Bloc Anomaly,Expanding Approvals - Removed Loser Ballots,Expanding Approvals - Winning Voter Bloc Anomaly,Expanding Approvals - Removed Winner Ballots
north_lanarkshire_2022_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2022_ward13.csv,,,,,"[3, 5, 4, 7]","{(1,): 10.600000000000001, (2,): 2.4000000000000004, (6, 1, 2): 0.1, (1, 2): 0.4, (6,): 2.4000000000000004, (1, 6): 0.1, (2, 1): 0.30000000000000004}",,,,,,,,,,,,,,,,,,
north_lanarkshire_2022_ward15.csv,"[3, 5, 7, 6]","{(1,): 1.6, (2, 4): 3.1, (2,): 18.900000000000002, (1, 2): 0.2, (4, 2): 0.4, (4, 1, 2): 0.1, (1, 4): 1.2000000000000002, (4,): 3.9000000000000004, (4, 1): 0.6000000000000001, (4, 2, 1): 0.2, (2, 1, 4): 0.30000000000000004, (2, 1): 1.6, (2, 4, 1): 0.8, (1, 2, 4): 0.1}",,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2022_ward20.csv,,,,,"[3, 4, 5, 6]","{(2, 7): 0.1, (1,): 5.0, (2,): 11.8, (1, 2): 0.7000000000000001, (7,): 1.6, (1, 7): 0.1, (2, 1): 1.2000000000000002}",,,,,,,,,,,,,,,,,,
north_lanarkshire_2022_ward5.csv,"[1, 4, 6]","{(5, 2): 23.0, (2,): 8.5, (5,): 99.5, (2, 5): 2.5, (3,): 5.5, (5, 2, 3): 1.5}",,,"[1, 4, 6]","{(5, 2): 23.0, (2,): 8.5, (5,): 99.5, (2, 5): 2.5, (3,): 5.5, (5, 2, 3): 1.5}",,,"[1, 4, 6]","{(2, 7, 5): 0.3, (5, 2): 13.799999999999999, (2, 7): 3.3, (2,): 5.1, (5,): 59.699999999999996, (7, 5, 2): 0.8999999999999999, (7,): 24.0, (2, 5): 1.5, (7, 2, 5): 1.2, (7, 2): 6.0, (5, 7): 4.5, (5, 2, 7): 4.2, (7, 5): 0.6, (5, 7, 2): 4.5, (2, 5, 7): 1.2}","[1, 4, 7]","{(1,): 31.0}",,,,,,,,,,,,
orkney_2012_ward3.csv,,,,,,,"[6, 2, 1]","{(2,): 17.0}",,,,,,,,,,,,,,,,
orkney_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2012_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2012_ward2.csv,"[3, 4, 5, 7]","{(1,): 4.1000000000000005, (1, 2): 0.8, (1, 2, 6): 1.0, (1, 6): 1.8, (1, 6, 2): 0.1, (2,): 7.7, (2, 1): 1.1, (2, 1, 6): 0.8, (2, 6): 1.3, (2, 6, 1): 1.1, (6,): 1.4000000000000001, (6, 1): 0.5, (6, 1, 2): 0.4, (6, 2): 0.5, (6, 2, 1): 0.4}",,,"[3, 4, 5, 7]","{(1,): 4.1000000000000005, (1, 2): 0.8, (1, 2, 6): 1.0, (1, 6): 1.8, (1, 6, 2): 0.1, (2,): 7.7, (2, 1): 1.1, (2, 1, 6): 0.8, (2, 6): 1.3, (2, 6, 1): 1.1, (6,): 1.4000000000000001, (6, 1): 0.5, (6, 1, 2): 0.4, (6, 2): 0.5, (6, 2, 1): 0.4}",,,,,,,,,,,,,,,,,,
perth_kinross_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2018_by_election_ward_4.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2022_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2022_ward11.csv,,,"[4, 6, 7]","{(4,): 75.0}",,,"[4, 6, 7]","{(4,): 75.0}",,,"[4, 7, 6]","{(4, 6): 315.0, (4,): 75.0, (6, 4): 242.0, (6,): 36.0}",,,,,,,,,,,,
perth_kinross_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward11.csv,"[2, 3, 6, 5]","{(1,): 4.800000000000001, (1, 4): 0.1, (1, 4, 7): 0.2, (1, 7): 0.2, (1, 7, 4): 0.4, (4,): 11.9, (4, 1): 0.9, (4, 1, 7): 0.2, (4, 7): 5.1000000000000005, (4, 7, 1): 1.1, (7,): 1.6, (7, 1): 0.4, (7, 4): 1.0, (7, 4, 1): 0.1}",,,"[2, 3, 6, 5]","{(1,): 4.800000000000001, (1, 4): 0.1, (1, 4, 7): 0.2, (1, 7): 0.2, (1, 7, 4): 0.4, (4,): 11.9, (4, 1): 0.9, (4, 1, 7): 0.2, (4, 7): 5.1000000000000005, (4, 7, 1): 1.1, (7,): 1.6, (7, 1): 0.4, (7, 4): 1.0, (7, 4, 1): 0.1}",,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2017_ward10.csv,,,"[1, 5, 4, 6]","{(5,): 595.0, (5, 6): 38.0, (6,): 69.0, (6, 5): 7.0}",,,"[1, 5, 4, 6]","{(6,): 69.0}",,,"[1, 5, 6, 2]","{(1,): 62.0}",,,,,,,,,,,,
renfrewshire_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2017_ward8.csv,,,,,"[2, 3, 4, 5]","{(1,): 8.4, (1, 6): 1.5, (1, 6, 7): 0.1, (1, 7): 0.4, (6,): 1.9000000000000001, (6, 1): 0.6000000000000001, (6, 1, 7): 0.1, (7,): 3.3000000000000003, (7, 1): 0.2, (7, 6, 1): 0.1}",,,,,,,,,,,,,,,,,,
renfrewshire_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2012_ward10.csv,,,,,"[6, 2, 4]","{(1,): 0.7000000000000001, (1, 5, 7): 0.1, (3,): 1.5, (3, 1): 0.2, (3, 5, 1): 0.2, (3, 5, 7): 0.1, (3, 7): 0.30000000000000004, (5,): 3.6, (5, 1, 7): 0.1, (5, 3): 0.4, (5, 3, 1): 0.30000000000000004, (5, 7): 0.30000000000000004, (5, 7, 1): 0.1, (5, 7, 3): 0.2, (7,): 3.3000000000000003, (7, 3): 0.30000000000000004, (7, 3, 5): 0.1, (7, 5): 0.2, (7, 5, 1): 0.1, (7, 5, 3): 0.5}",,,,,,,,,,,,,,,,,"[6, 4, 2]","{(6,): 621.0}"
sc_borders_2012_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2012_ward9.csv,"[4, 6, 1]","{(3,): 21.5, (3, 5): 1.0, (3, 5, 7): 0.5, (3, 7): 1.5, (5,): 21.5, (5, 3): 6.5, (5, 7): 0.5, (7,): 10.5, (7, 3): 2.5, (7, 5): 1.0}","[6, 2, 1]","{(2,): 165.0}","[2, 4, 6]","{(1,): 5.300000000000001, (1, 3): 0.8, (1, 3, 5): 0.2, (1, 3, 7): 0.2, (1, 5): 0.4, (1, 5, 3): 0.30000000000000004, (1, 5, 7): 0.1, (1, 7): 1.1, (1, 7, 3): 0.2, (3,): 4.3, (3, 1): 0.8, (3, 1, 7): 0.1, (3, 5): 0.2, (3, 5, 1): 0.2, (3, 5, 7): 0.1, (3, 7): 0.30000000000000004, (3, 7, 1): 0.1, (5,): 4.3, (5, 1): 0.4, (5, 1, 3): 0.5, (5, 1, 7): 0.2, (5, 3): 1.3, (5, 3, 1): 0.4, (5, 7): 0.1, (5, 7, 1): 0.1, (7,): 2.1, (7, 1): 1.1, (7, 1, 3): 0.7000000000000001, (7, 1, 3, 5): 0.1, (7, 1, 5): 0.30000000000000004, (7, 3): 0.5, (7, 3, 1): 0.1, (7, 5): 0.2}",,,,,,,,,,,,,,,,,,
sc_borders_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2017_ward9.csv,,,,,,,,,,,,,,,,,,,,,"[5, 2, 1]","{(3,): 17.1, (3, 4): 1.8, (3, 4, 7): 0.9, (3, 7): 6.3, (3, 7, 4): 1.8, (4,): 4.5, (7,): 26.1, (7, 3): 1.8, (7, 3, 4): 1.8, (7, 4): 2.7}","[5, 2, 1]","{(2,): 77.0}"
sc_borders_2021_by_election_ward_5.csv,[1],"{(2,): 28.8, (2, 4): 2.4000000000000004, (2, 4, 5): 3.2, (2, 4, 6): 0.8, (2, 4, 7): 0.8, (2, 5): 6.4, (2, 5, 4): 0.8, (2, 5, 4, 7): 0.8, (2, 5, 7): 1.6, (2, 6, 7): 0.8, (2, 6, 7, 4): 1.6, (2, 7): 4.800000000000001, (2, 7, 4): 0.8, (4,): 23.200000000000003, (4, 2): 0.8, (4, 2, 6, 5): 0.8, (4, 2, 6, 7): 0.8, (4, 5): 4.800000000000001, (4, 5, 2): 1.6, (4, 5, 2, 6): 0.8, (4, 5, 2, 7): 0.8, (4, 5, 6): 4.800000000000001, (4, 5, 6, 2, 7): 0.8, (4, 5, 7, 2): 0.8, (4, 6): 1.6, (4, 6, 2): 2.4000000000000004, (4, 6, 2, 7): 0.8, (4, 6, 5): 1.6, (4, 6, 7): 0.8, (4, 7): 0.8, (4, 7, 2): 1.6, (4, 7, 6, 5, 2): 0.8, (5,): 215.20000000000002, (5, 2): 8.0, (5, 2, 4): 8.8, (5, 2, 7): 11.200000000000001, (5, 2, 7, 4): 0.8, (5, 4): 124.0, (5, 4, 2): 12.0, (5, 4, 2, 7): 4.0, (5, 4, 6): 44.0, (5, 4, 6, 2): 0.8, (5, 4, 6, 7): 1.6, (5, 4, 7): 6.4, (5, 4, 7, 2): 5.6000000000000005, (5, 4, 7, 6): 0.8, (5, 6): 9.600000000000001, (5, 6, 2): 4.0, (5, 6, 4): 15.200000000000001, (5, 6, 7): 1.6, (5, 6, 7, 2): 0.8, (5, 7): 7.2, (5, 7, 2): 7.2, (5, 7, 2, 4): 0.8, (5, 7, 4): 4.0, (5, 7, 4, 2): 0.8, (5, 7, 6): 2.4000000000000004, (5, 7, 6, 2, 4): 0.8, (6,): 24.0, (6, 2): 0.8, (6, 2, 5): 0.8, (6, 2, 5, 4): 0.8, (6, 2, 7): 3.2, (6, 4): 4.0, (6, 4, 2, 7): 0.8, (6, 4, 5): 3.2, (6, 4, 7, 5): 0.8, (6, 5): 0.8, (6, 5, 2): 0.8, (6, 5, 4): 3.2, (6, 5, 7): 0.8, (6, 7, 2): 2.4000000000000004, (7,): 16.8, (7, 2): 2.4000000000000004, (7, 2, 4): 1.6, (7, 2, 5): 0.8, (7, 2, 5, 4): 0.8, (7, 4, 2): 0.8, (7, 4, 2, 6): 0.8, (7, 5, 2): 0.8, (7, 5, 2, 4): 0.8, (7, 5, 6): 0.8, (7, 5, 6, 4): 0.8, (7, 6): 0.8, (7, 6, 2): 0.8, (7, 6, 5): 1.6}",,,,,,,,,,,,,,,,,,,,,,
sc_borders_2022_ward11.csv,,,,,"[5, 1, 6]","{(2, 4, 7): 0.4, (4, 3): 0.2, (4, 2, 3): 0.1, (3, 4): 0.1, (2, 7): 0.30000000000000004, (3, 2): 0.1, (4, 7, 3): 0.2, (2,): 0.7000000000000001, (4, 7): 0.30000000000000004, (4, 2): 0.6000000000000001, (7,): 1.5, (7, 4, 3): 0.1, (7, 4, 2): 0.1, (7, 3, 2, 4): 0.1, (4,): 2.3000000000000003, (2, 4, 3): 0.1, (2, 3, 7): 0.1, (7, 4): 0.4, (4, 2, 7): 0.30000000000000004, (3,): 2.5, (4, 7, 2): 0.5, (7, 2): 0.2, (2, 7, 4): 0.1, (2, 3, 7, 4): 0.1, (3, 7): 0.30000000000000004}",,,,,,,,,,,,,,,,,"[5, 1, 6]","{(5,): 278.0}"
sc_borders_2022_ward2.csv,"[3, 5, 7]","{(6, 1, 4): 0.1, (1,): 7.4, (2, 6, 1): 0.6000000000000001, (2, 6): 1.0, (6, 4, 2): 0.1, (1, 6, 2): 1.0, (2,): 3.8000000000000003, (2, 1, 6): 0.9, (1, 2, 6): 1.4000000000000001, (6, 1, 2): 0.9, (1, 2): 1.1, (4, 2): 0.1, (4,): 0.2, (6, 2, 4): 0.30000000000000004, (6, 4): 0.1, (6,): 5.4, (1, 6): 3.5, (6, 2, 1): 1.3, (2, 6, 1, 4): 0.1, (6, 2): 0.7000000000000001, (4, 1, 6): 0.1, (2, 1): 1.2000000000000002, (6, 1): 1.7000000000000002, (1, 4, 6): 0.1, (1, 6, 4): 0.1, (1, 2, 4): 0.1, (6, 4, 1): 0.1}",,,"[3, 5, 7]","{(6, 1, 4): 0.1, (1,): 7.4, (2, 6, 1): 0.6000000000000001, (2, 6): 1.0, (6, 4, 2): 0.1, (1, 6, 2): 1.0, (2,): 3.8000000000000003, (2, 1, 6): 0.9, (1, 2, 6): 1.4000000000000001, (6, 1, 2): 0.9, (1, 2): 1.1, (4, 2): 0.1, (4,): 0.2, (6, 2, 4): 0.30000000000000004, (6, 4): 0.1, (6,): 5.4, (1, 6): 3.5, (6, 2, 1): 1.3, (2, 6, 1, 4): 0.1, (6, 2): 0.7000000000000001, (4, 1, 6): 0.1, (2, 1): 1.2000000000000002, (6, 1): 1.7000000000000002, (1, 4, 6): 0.1, (1, 6, 4): 0.1, (1, 2, 4): 0.1, (6, 4, 1): 0.1}",,,,,,,,,,,,,,,,,,
sc_borders_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,"[2, 5, 6]","{(7, 4, 1): 0.2, (1,): 8.200000000000001, (4, 7): 1.8, (4, 1, 7): 0.4, (7,): 9.4, (1, 4): 0.6000000000000001, (4,): 6.0, (1, 7): 0.4, (4, 1): 0.6000000000000001, (7, 1): 0.6000000000000001, (7, 4): 1.6, (7, 1, 4): 0.8, (1, 4, 7): 0.4}","[2, 5, 6]","{(5, 2): 22.0, (2,): 101.0, (5,): 186.0, (2, 5): 26.0}"
sc_borders_2022_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2022_ward9.csv,,,,,"[3, 2, 6]","{(7, 4, 1): 1.0, (1,): 11.3, (7, 5, 4): 0.2, (4, 5): 0.2, (1, 5): 0.2, (5,): 1.7000000000000002, (7, 5, 1, 4): 0.1, (4, 7): 0.4, (4, 1, 7): 0.4, (4, 1, 5): 0.1, (5, 7, 4): 0.1, (7,): 4.2, (1, 5, 7): 0.1, (1, 4): 4.1000000000000005, (7, 1, 5): 0.2, (4,): 2.0, (1, 7): 1.8, (4, 1): 1.7000000000000002, (4, 7, 1): 0.4, (1, 5, 4): 0.2, (1, 7, 5): 0.30000000000000004, (7, 1): 1.7000000000000002, (4, 5, 1): 0.2, (7, 4): 1.2000000000000002, (1, 4, 5, 7): 0.1, (7, 1, 4): 0.8, (5, 1): 0.1, (7, 5, 1): 0.1, (1, 4, 5): 0.1, (1, 4, 7): 2.2, (1, 7, 4): 0.5, (5, 7): 0.2, (7, 5): 0.1, (7, 4, 5): 0.30000000000000004}",,,,,,,,,,,,,,,,,,
shetland_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2012_ward4.csv,,,"[3, 4, 5, 6]","{(3,): 51.0}",,,"[3, 4, 5, 6]","{(3,): 51.0}",,,"[3, 4, 5, 6]","{(3,): 51.0, (3, 5): 19.0, (5,): 469.0, (5, 3): 40.0}",,,,,,,,,,,"[5, 3, 4, 6]","{(3,): 51.0}"
south_ayrshire_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2017_ward5.csv,,,,,"[4, 5, 7, 2]","{(1,): 7.300000000000001, (1, 3): 0.6000000000000001, (1, 3, 6): 0.6000000000000001, (1, 6): 3.1, (1, 6, 3): 0.9, (3,): 2.3000000000000003, (3, 1): 0.5, (3, 1, 6): 0.2, (3, 6): 0.30000000000000004, (3, 6, 1): 0.1, (6,): 35.800000000000004, (6, 1): 8.200000000000001, (6, 1, 3): 0.9, (6, 3): 1.5, (6, 3, 1): 0.8}",,,,,,,,,,,,,,,,,,
south_ayrshire_2022_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward17.csv,"[1, 5, 3]","{(2,): 11.7, (2, 4): 3.0, (2, 4, 7): 0.8999999999999999, (2, 7): 2.1, (2, 7, 4): 1.7999999999999998, (4,): 8.7, (4, 2): 3.0, (4, 2, 7): 0.8999999999999999, (4, 7): 2.4, (4, 7, 2): 1.2, (7,): 47.4, (7, 2): 7.5, (7, 2, 4): 6.8999999999999995, (7, 4): 8.1, (7, 4, 2): 5.3999999999999995}","[1, 3, 5]","{(1,): 48.0, (1, 5): 6.0, (5,): 47.0, (5, 1): 8.0}","[6, 1, 5]","{(2,): 23.4, (2, 4): 6.0, (2, 4, 7): 1.7999999999999998, (2, 7): 4.2, (2, 7, 4): 3.5999999999999996, (4,): 17.4, (4, 2): 6.0, (4, 2, 7): 1.7999999999999998, (4, 7): 4.8, (4, 7, 2): 2.4, (7,): 94.8, (7, 2): 15.0, (7, 2, 4): 13.799999999999999, (7, 4): 16.2, (7, 4, 2): 10.799999999999999}","[1, 6, 5]","{(1,): 48.0, (1, 6): 10.0, (6,): 74.0, (6, 1): 13.0}",,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward18.csv,"[1, 3, 5, 6]","{(2,): 1.4000000000000001, (2, 4): 0.6000000000000001, (2, 4, 7): 0.30000000000000004, (2, 7): 0.30000000000000004, (2, 7, 4): 0.1, (4,): 11.200000000000001, (4, 2): 2.3000000000000003, (4, 2, 7): 1.5, (4, 7): 2.9000000000000004, (4, 7, 2): 1.2000000000000002, (7,): 2.3000000000000003, (7, 2): 0.1, (7, 2, 4): 0.1, (7, 4): 0.7000000000000001, (7, 4, 2): 0.30000000000000004}",,,"[1, 3, 5, 6]","{(2,): 1.4000000000000001, (2, 4): 0.6000000000000001, (2, 4, 7): 0.30000000000000004, (2, 7): 0.30000000000000004, (2, 7, 4): 0.1, (4,): 11.200000000000001, (4, 2): 2.3000000000000003, (4, 2, 7): 1.5, (4, 7): 2.9000000000000004, (4, 7, 2): 1.2000000000000002, (7,): 2.3000000000000003, (7, 2): 0.1, (7, 2, 4): 0.1, (7, 4): 0.7000000000000001, (7, 4, 2): 0.30000000000000004}",,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward19.csv,,,,,,,,,,,"[3, 5, 6, 4]","{(6,): 81.0}",,,,,,,,,,,"[6, 3, 5, 7]","{(3,): 176.0}"
south_lanarkshire_2017_ward2.csv,"[3, 5, 6]","{(1,): 8.3, (1, 2): 0.9, (1, 2, 4): 0.30000000000000004, (1, 2, 4, 7): 0.1, (1, 2, 7): 0.1, (1, 4): 1.8, (1, 4, 2): 0.5, (1, 4, 7): 1.1, (1, 7): 0.30000000000000004, (1, 7, 2): 0.4, (1, 7, 4): 0.5, (1, 7, 4, 2): 0.1, (2,): 1.0, (2, 1): 0.1, (2, 1, 4): 0.30000000000000004, (2, 4): 0.2, (2, 4, 1): 0.1, (2, 4, 7): 0.1, (2, 7): 0.2, (2, 7, 1): 0.1, (2, 7, 1, 4): 0.1, (2, 7, 4, 1): 0.2, (4,): 3.0, (4, 1): 1.3, (4, 1, 2): 0.4, (4, 1, 7): 0.30000000000000004, (4, 2): 0.5, (4, 2, 7): 0.2, (4, 2, 7, 1): 0.1, (4, 7): 0.2, (4, 7, 2): 0.30000000000000004, (7,): 0.4, (7, 1): 0.1, (7, 1, 4): 0.2, (7, 2): 0.30000000000000004, (7, 2, 1): 0.1, (7, 2, 4): 0.1, (7, 4): 0.2, (7, 4, 1): 0.1, (7, 4, 1, 2): 0.1}",,,"[3, 5, 6]","{(1,): 8.3, (1, 2): 0.9, (1, 2, 4): 0.30000000000000004, (1, 2, 4, 7): 0.1, (1, 2, 7): 0.1, (1, 4): 1.8, (1, 4, 2): 0.5, (1, 4, 7): 1.1, (1, 7): 0.30000000000000004, (1, 7, 2): 0.4, (1, 7, 4): 0.5, (1, 7, 4, 2): 0.1, (2,): 1.0, (2, 1): 0.1, (2, 1, 4): 0.30000000000000004, (2, 4): 0.2, (2, 4, 1): 0.1, (2, 4, 7): 0.1, (2, 7): 0.2, (2, 7, 1): 0.1, (2, 7, 1, 4): 0.1, (2, 7, 4, 1): 0.2, (4,): 3.0, (4, 1): 1.3, (4, 1, 2): 0.4, (4, 1, 7): 0.30000000000000004, (4, 2): 0.5, (4, 2, 7): 0.2, (4, 2, 7, 1): 0.1, (4, 7): 0.2, (4, 7, 2): 0.30000000000000004, (7,): 0.4, (7, 1): 0.1, (7, 1, 4): 0.2, (7, 2): 0.30000000000000004, (7, 2, 1): 0.1, (7, 2, 4): 0.1, (7, 4): 0.2, (7, 4, 1): 0.1, (7, 4, 1, 2): 0.1}",,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2019_by_election_east_kilbride.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward11.csv,"[1, 4, 2]","{(7, 6, 5): 0.1, (5, 3, 6): 0.1, (3, 6, 5): 0.2, (3, 5, 6): 0.30000000000000004, (3, 6, 7): 0.2, (5,): 1.6, (7,): 2.0, (7, 6): 0.1, (6, 7): 0.1, (5, 3): 0.2, (6, 3): 0.1, (3, 5): 0.8, (3, 6): 0.7000000000000001, (5, 6): 0.5, (3, 5, 7): 0.1, (6,): 1.0, (3,): 10.8, (5, 6, 7): 0.1, (6, 5, 7): 0.30000000000000004, (3, 7, 6): 0.2, (5, 7): 0.2, (6, 5): 0.2, (3, 7): 0.4}",,,"[1, 4, 2]","{(7, 6, 5): 0.1, (5, 3, 6): 0.1, (3, 6, 5): 0.2, (3, 5, 6): 0.30000000000000004, (3, 6, 7): 0.2, (5,): 1.6, (7,): 2.0, (7, 6): 0.1, (6, 7): 0.1, (5, 3): 0.2, (6, 3): 0.1, (3, 5): 0.8, (3, 6): 0.7000000000000001, (5, 6): 0.5, (3, 5, 7): 0.1, (6,): 1.0, (3,): 10.8, (5, 6, 7): 0.1, (6, 5, 7): 0.30000000000000004, (3, 7, 6): 0.2, (5, 7): 0.2, (6, 5): 0.2, (3, 7): 0.4}",,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward12.csv,"[2, 5, 6]","{(1,): 10.5, (1, 5): 1.3, (5, 1, 7): 0.5, (5,): 8.4, (7,): 2.2, (1, 5, 7): 0.5, (7, 1, 5): 0.30000000000000004, (1, 7): 2.6, (5, 7, 1): 0.1, (1, 7, 5): 0.5, (7, 1): 0.30000000000000004, (5, 1): 1.2000000000000002, (7, 5, 1): 0.2, (5, 7): 0.2, (7, 5): 0.30000000000000004}","[5, 2, 3]","{(3,): 17.0}","[2, 5, 6]","{(1,): 10.5, (4, 7): 0.4, (4, 1, 7): 0.9, (7,): 2.2, (1, 4): 3.9000000000000004, (4,): 18.6, (1, 7): 2.6, (4, 1): 7.1000000000000005, (4, 7, 1): 0.2, (7, 1): 0.30000000000000004, (7, 4): 0.1, (1, 4, 7): 0.6000000000000001, (1, 7, 4): 0.30000000000000004}","[5, 2, 6]","{(2,): 57.0}",,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward15.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward5.csv,,,"[2, 3, 5]","{(5,): 371.0, (5, 3): 149.0, (3, 5): 142.0, (3,): 324.0}",,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2017_ward2.csv,,,,,,,,,,,,,,,"[1, 6, 7]","{(5,): 90.0}",,,,,,,,
stirling_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,"[5, 4, 1]","{(5,): 38.0}"
stirling_2017_ward7.csv,"[2, 1, 4]","{(3,): 2.1, (3, 6): 0.8999999999999999, (6,): 5.3999999999999995, (6, 3): 0.8999999999999999, (6, 3, 7): 0.3, (6, 7): 0.3, (6, 7, 3): 0.3, (7,): 7.199999999999999, (7, 3, 6): 0.8999999999999999, (7, 6): 0.6, (7, 6, 3): 0.3}",,,,,,,,,,,,,,,,,,,,,,
stirling_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
