Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,AQ STV - Losing Voter Bloc Anomaly,AQ STV - Removed Loser Ballots,AQ STV - Winning Voter Bloc Anomaly,AQ STV - Removed Winner Ballots,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Chamberlin-Courant - Losing Voter Bloc Anomaly,Chamberlin-Courant - Removed Loser Ballots,Chamberlin-Courant - Winning Voter Bloc Anomaly,Chamberlin-Courant - Removed Winner Ballots,Greedy Chamberlin-Courant - Losing Voter Bloc Anomaly,Greedy Chamberlin-Courant - Removed Loser Ballots,Greedy Chamberlin-Courant - Winning Voter Bloc Anomaly,Greedy Chamberlin-Courant - Removed Winner Ballots,Expanding Approvals - Losing Voter Bloc Anomaly,Expanding Approvals - Removed Loser Ballots,Expanding Approvals - Winning Voter Bloc Anomaly,Expanding Approvals - Removed Winner Ballots
glasgow_2007_eastcentre.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward11.csv,,,,,,,,,,,"[1, 13, 9, 12]","{(9,): 45.0}",,,,,,,,,,,"[1, 9, 13, 10]","{(1,): 52.0}"
glasgow_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,"[4, 5, 2, 10]","{(1,): 37.4, (1, 11): 11.0, (1, 11, 13): 1.0, (1, 11, 3): 0.6000000000000001, (1, 11, 6): 0.4, (1, 11, 6, 7): 1.0, (1, 11, 6, 7, 3): 0.2, (1, 11, 7, 6): 0.4, (1, 11, 8, 3): 0.2, (1, 11, 9): 0.6000000000000001, (1, 13): 2.8000000000000003, (1, 13, 11): 0.6000000000000001, (1, 13, 3, 11): 0.2, (1, 13, 6): 0.2, (1, 13, 6, 7): 0.4, (1, 13, 6, 9): 0.2, (1, 13, 7): 0.4, (1, 13, 7, 6): 0.2, (1, 13, 7, 6, 9): 0.2, (1, 13, 9): 0.2, (1, 3): 1.0, (1, 3, 11, 7): 0.2, (1, 3, 6): 0.2, (1, 6): 1.8, (1, 6, 11): 0.2, (1, 6, 11, 7): 0.2, (1, 6, 13): 0.2, (1, 6, 13, 11, 7): 0.2, (1, 6, 13, 9): 0.2, (1, 6, 7): 8.200000000000001, (1, 6, 7, 11): 1.6, (1, 6, 7, 11, 3): 0.4, (1, 6, 7, 11, 9): 0.2, (1, 6, 7, 13): 0.8, (1, 6, 7, 13, 11): 0.2, (1, 6, 7, 13, 9): 0.2, (1, 6, 7, 3): 0.4, (1, 6, 7, 8, 9): 0.2, (1, 6, 7, 9): 0.8, (1, 6, 7, 9, 11, 13): 0.4, (1, 6, 7, 9, 13): 0.2, (1, 6, 7, 9, 13, 3): 0.2, (1, 6, 9): 0.4, (1, 6, 9, 7): 0.2, (1, 7): 0.6000000000000001, (1, 7, 11): 0.2, (1, 7, 13, 9): 0.2, (1, 7, 6): 1.6, (1, 7, 6, 11): 0.4, (1, 7, 6, 13): 0.2, (1, 7, 6, 9): 0.6000000000000001, (1, 7, 6, 9, 11): 0.2, (1, 7, 9): 0.4, (1, 8, 13): 0.2, (1, 9): 4.2, (1, 9, 11): 0.6000000000000001, (1, 9, 13): 0.2, (1, 9, 6): 0.6000000000000001, (1, 9, 6, 7): 1.2000000000000002, (1, 9, 7): 0.8, (1, 9, 7, 13): 0.4, (1, 9, 7, 6): 0.4, (11,): 11.4, (11, 1): 4.6000000000000005, (11, 1, 13): 0.2, (11, 1, 3): 0.2, (11, 1, 6): 0.2, (11, 1, 6, 7): 0.4, (11, 1, 7): 0.4, (11, 1, 9): 0.4, (11, 1, 9, 7, 6): 0.2, (11, 13): 0.6000000000000001, (11, 13, 9): 0.4, (11, 3): 0.2, (11, 6, 1): 0.2, (11, 6, 1, 7): 0.2, (11, 6, 7): 0.2, (11, 7, 6, 3, 13): 0.2, (11, 8, 1): 0.2, (11, 8, 6, 7): 0.2, (11, 9): 0.2, (11, 9, 3): 0.2, (11, 9, 8): 0.2, (13,): 3.4000000000000004, (13, 1): 0.4, (13, 1, 11): 0.2, (13, 1, 6): 0.2, (13, 1, 6, 7): 0.2, (13, 1, 6, 7, 9): 0.4, (13, 1, 6, 7, 9, 3): 0.2, (13, 1, 9): 0.2, (13, 11): 0.2, (13, 11, 1): 0.2, (13, 11, 1, 7): 0.2, (13, 8, 3, 9): 0.2, (13, 9): 0.6000000000000001, (13, 9, 1): 0.4, (13, 9, 1, 7, 6): 0.4, (13, 9, 3): 0.6000000000000001, (13, 9, 6, 7): 0.2, (13, 9, 7): 0.2, (3,): 1.8, (3, 1, 9): 0.2, (3, 11, 1): 0.2, (6,): 0.4, (6, 1, 3): 0.2, (6, 13, 7): 0.2, (6, 7): 0.2, (6, 7, 1): 1.0, (6, 7, 1, 9): 0.2, (6, 7, 11): 0.4, (6, 7, 11, 9): 0.2, (6, 7, 13): 0.4, (6, 7, 3): 0.4, (6, 7, 9): 1.2000000000000002, (6, 7, 9, 1): 0.2, (6, 7, 9, 1, 3): 0.2, (6, 7, 9, 13): 0.2, (7, 1, 11): 0.2, (7, 1, 6): 0.2, (7, 11, 1, 6): 0.2, (7, 6): 1.4000000000000001, (7, 6, 1): 0.6000000000000001, (7, 6, 11, 1): 0.4, (7, 6, 9): 0.2, (7, 9, 1): 0.2, (8,): 1.6, (9,): 2.4000000000000004, (9, 1): 0.2, (9, 1, 13): 0.6000000000000001, (9, 1, 3): 0.2, (9, 1, 6): 0.2, (9, 1, 6, 7): 1.0, (9, 1, 7): 0.2, (9, 13): 0.2, (9, 13, 1): 0.2, (9, 13, 6, 7): 0.2, (9, 13, 6, 7, 1): 0.2, (9, 3): 0.2, (9, 3, 1, 7): 0.2, (9, 3, 11, 1): 0.2, (9, 6, 7): 0.4, (9, 6, 7, 1): 0.2, (9, 6, 7, 3): 0.2, (9, 7, 6, 1): 0.4, (9, 7, 6, 11): 0.2, (9, 7, 6, 13): 0.2}","[5, 4, 2, 10]","{(4,): 116.0}"
glasgow_2012_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward5.csv,"[1, 9, 13, 10]","{(11,): 12.8, (11, 14): 1.6, (11, 14, 12): 0.8, (11, 4): 4.0, (11, 6, 3): 0.8, (12,): 29.6, (12, 14): 4.800000000000001, (12, 14, 3): 4.800000000000001, (12, 14, 4, 3): 0.8, (12, 14, 7): 3.2, (12, 14, 8): 0.8, (12, 14, 8, 2, 7): 0.8, (12, 2): 2.4000000000000004, (12, 2, 14): 0.8, (12, 3): 1.6, (12, 3, 14): 0.8, (12, 3, 2): 0.8, (12, 3, 2, 6, 14): 0.8, (12, 3, 8, 11): 0.8, (12, 8): 17.6, (12, 8, 14): 7.2, (12, 8, 14, 3): 1.6, (12, 8, 14, 3, 2): 0.8, (12, 8, 2): 3.2, (12, 8, 2, 14): 0.8, (12, 8, 3): 2.4000000000000004, (12, 8, 3, 14, 7): 0.8, (12, 8, 4): 1.6, (12, 8, 7): 0.8, (12, 8, 7, 14, 3): 0.8, (14,): 8.0, (14, 11, 4): 0.8, (14, 12): 3.2, (14, 12, 3): 1.6, (14, 12, 6): 0.8, (14, 12, 8, 3): 0.8, (14, 12, 8, 3, 4): 0.8, (14, 2): 0.8, (14, 2, 4): 0.8, (14, 3): 6.4, (14, 3, 12): 1.6, (14, 3, 4): 0.8, (14, 3, 8): 0.8, (14, 7): 0.8, (14, 7, 2): 0.8, (14, 7, 3): 0.8, (14, 8, 12): 0.8, (2,): 1.6, (2, 3): 4.800000000000001, (2, 3, 14): 0.8, (2, 3, 6): 0.8, (2, 3, 7, 14): 0.8, (2, 7): 1.6, (2, 7, 3): 1.6, (2, 8): 0.8, (2, 8, 14): 0.8, (2, 8, 7): 0.8, (3,): 25.6, (3, 11): 0.8, (3, 11, 6): 0.8, (3, 11, 8): 0.8, (3, 12, 14, 7): 0.8, (3, 14): 2.4000000000000004, (3, 14, 2): 0.8, (3, 14, 6): 0.8, (3, 2): 5.6000000000000005, (3, 2, 6): 3.2, (3, 2, 7): 1.6, (3, 4): 0.8, (3, 4, 11): 0.8, (3, 4, 12): 0.8, (3, 4, 14): 0.8, (3, 4, 2): 0.8, (3, 4, 6, 11): 0.8, (3, 6): 1.6, (3, 6, 7): 0.8, (3, 7): 3.2, (3, 7, 14, 12): 0.8, (3, 7, 2): 0.8, (3, 7, 6): 0.8, (3, 8, 2): 1.6, (4,): 40.800000000000004, (4, 11): 8.8, (4, 11, 14): 0.8, (4, 11, 2): 0.8, (4, 11, 7): 1.6, (4, 11, 8): 0.8, (4, 12): 0.8, (4, 14, 3): 0.8, (4, 3): 0.8, (4, 3, 14): 0.8, (4, 3, 8, 14): 0.8, (4, 6): 1.6, (4, 6, 14): 0.8, (4, 6, 2, 3): 0.8, (4, 7, 14): 0.8, (4, 8, 12): 0.8, (4, 8, 14): 0.8, (6,): 6.4, (6, 2): 0.8, (6, 2, 3, 11): 0.8, (6, 2, 3, 8): 0.8, (6, 3): 1.6, (6, 3, 2): 0.8, (6, 3, 2, 14): 0.8, (6, 3, 7): 0.8, (6, 3, 7, 11): 0.8, (6, 4, 11): 0.8, (6, 4, 2, 8): 0.8, (6, 7): 0.8, (6, 7, 3): 0.8, (7,): 129.6, (7, 12, 3, 8): 0.8, (7, 14): 0.8, (7, 14, 8): 0.8, (7, 2): 1.6, (7, 2, 12): 0.8, (7, 2, 3): 0.8, (7, 3): 1.6, (7, 3, 14): 0.8, (7, 3, 2): 0.8, (7, 3, 6): 0.8, (7, 4): 2.4000000000000004, (7, 4, 11): 0.8, (7, 4, 14): 0.8, (7, 4, 3): 0.8, (7, 6): 0.8, (7, 6, 2, 4): 0.8, (7, 6, 3): 0.8, (7, 8): 0.8, (7, 8, 12): 0.8, (8,): 13.600000000000001, (8, 12): 20.0, (8, 12, 14): 5.6000000000000005, (8, 12, 14, 2): 0.8, (8, 12, 14, 3): 0.8, (8, 12, 14, 4): 0.8, (8, 12, 14, 7): 0.8, (8, 12, 2): 0.8, (8, 12, 2, 3): 0.8, (8, 12, 3): 3.2, (8, 12, 3, 7): 0.8, (8, 12, 4): 2.4000000000000004, (8, 12, 4, 14): 0.8, (8, 12, 6): 0.8, (8, 12, 7): 0.8, (8, 14): 0.8, (8, 3): 0.8, (8, 3, 14): 0.8, (8, 3, 14, 2): 0.8, (8, 4): 0.8, (8, 4, 12): 0.8, (8, 4, 2): 0.8, (8, 6, 2, 14): 0.8, (8, 7): 1.6, (8, 7, 12): 1.6}",,,"[1, 9, 13, 10]","{(11,): 12.8, (11, 14): 1.6, (11, 14, 12): 0.8, (11, 4): 4.0, (11, 6, 3): 0.8, (12,): 29.6, (12, 14): 4.800000000000001, (12, 14, 3): 4.800000000000001, (12, 14, 4, 3): 0.8, (12, 14, 7): 3.2, (12, 14, 8): 0.8, (12, 14, 8, 2, 7): 0.8, (12, 2): 2.4000000000000004, (12, 2, 14): 0.8, (12, 3): 1.6, (12, 3, 14): 0.8, (12, 3, 2): 0.8, (12, 3, 2, 6, 14): 0.8, (12, 3, 8, 11): 0.8, (12, 8): 17.6, (12, 8, 14): 7.2, (12, 8, 14, 3): 1.6, (12, 8, 14, 3, 2): 0.8, (12, 8, 2): 3.2, (12, 8, 2, 14): 0.8, (12, 8, 3): 2.4000000000000004, (12, 8, 3, 14, 7): 0.8, (12, 8, 4): 1.6, (12, 8, 7): 0.8, (12, 8, 7, 14, 3): 0.8, (14,): 8.0, (14, 11, 4): 0.8, (14, 12): 3.2, (14, 12, 3): 1.6, (14, 12, 6): 0.8, (14, 12, 8, 3): 0.8, (14, 12, 8, 3, 4): 0.8, (14, 2): 0.8, (14, 2, 4): 0.8, (14, 3): 6.4, (14, 3, 12): 1.6, (14, 3, 4): 0.8, (14, 3, 8): 0.8, (14, 7): 0.8, (14, 7, 2): 0.8, (14, 7, 3): 0.8, (14, 8, 12): 0.8, (2,): 1.6, (2, 3): 4.800000000000001, (2, 3, 14): 0.8, (2, 3, 6): 0.8, (2, 3, 7, 14): 0.8, (2, 7): 1.6, (2, 7, 3): 1.6, (2, 8): 0.8, (2, 8, 14): 0.8, (2, 8, 7): 0.8, (3,): 25.6, (3, 11): 0.8, (3, 11, 6): 0.8, (3, 11, 8): 0.8, (3, 12, 14, 7): 0.8, (3, 14): 2.4000000000000004, (3, 14, 2): 0.8, (3, 14, 6): 0.8, (3, 2): 5.6000000000000005, (3, 2, 6): 3.2, (3, 2, 7): 1.6, (3, 4): 0.8, (3, 4, 11): 0.8, (3, 4, 12): 0.8, (3, 4, 14): 0.8, (3, 4, 2): 0.8, (3, 4, 6, 11): 0.8, (3, 6): 1.6, (3, 6, 7): 0.8, (3, 7): 3.2, (3, 7, 14, 12): 0.8, (3, 7, 2): 0.8, (3, 7, 6): 0.8, (3, 8, 2): 1.6, (4,): 40.800000000000004, (4, 11): 8.8, (4, 11, 14): 0.8, (4, 11, 2): 0.8, (4, 11, 7): 1.6, (4, 11, 8): 0.8, (4, 12): 0.8, (4, 14, 3): 0.8, (4, 3): 0.8, (4, 3, 14): 0.8, (4, 3, 8, 14): 0.8, (4, 6): 1.6, (4, 6, 14): 0.8, (4, 6, 2, 3): 0.8, (4, 7, 14): 0.8, (4, 8, 12): 0.8, (4, 8, 14): 0.8, (6,): 6.4, (6, 2): 0.8, (6, 2, 3, 11): 0.8, (6, 2, 3, 8): 0.8, (6, 3): 1.6, (6, 3, 2): 0.8, (6, 3, 2, 14): 0.8, (6, 3, 7): 0.8, (6, 3, 7, 11): 0.8, (6, 4, 11): 0.8, (6, 4, 2, 8): 0.8, (6, 7): 0.8, (6, 7, 3): 0.8, (7,): 129.6, (7, 12, 3, 8): 0.8, (7, 14): 0.8, (7, 14, 8): 0.8, (7, 2): 1.6, (7, 2, 12): 0.8, (7, 2, 3): 0.8, (7, 3): 1.6, (7, 3, 14): 0.8, (7, 3, 2): 0.8, (7, 3, 6): 0.8, (7, 4): 2.4000000000000004, (7, 4, 11): 0.8, (7, 4, 14): 0.8, (7, 4, 3): 0.8, (7, 6): 0.8, (7, 6, 2, 4): 0.8, (7, 6, 3): 0.8, (7, 8): 0.8, (7, 8, 12): 0.8, (8,): 13.600000000000001, (8, 12): 20.0, (8, 12, 14): 5.6000000000000005, (8, 12, 14, 2): 0.8, (8, 12, 14, 3): 0.8, (8, 12, 14, 4): 0.8, (8, 12, 14, 7): 0.8, (8, 12, 2): 0.8, (8, 12, 2, 3): 0.8, (8, 12, 3): 3.2, (8, 12, 3, 7): 0.8, (8, 12, 4): 2.4000000000000004, (8, 12, 4, 14): 0.8, (8, 12, 6): 0.8, (8, 12, 7): 0.8, (8, 14): 0.8, (8, 3): 0.8, (8, 3, 14): 0.8, (8, 3, 14, 2): 0.8, (8, 4): 0.8, (8, 4, 12): 0.8, (8, 4, 2): 0.8, (8, 6, 2, 14): 0.8, (8, 7): 1.6, (8, 7, 12): 1.6}",,,,,,,,,,,,,,,,,,
aberdeenshire_2016_by_election_banff_and_district.csv,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2022_ward3.csv,"[2, 3]","{(1,): 3.6}",,,"[2, 3]","{(1,): 3.6}",,,,,,,,,,,,,,,,,,
eilean_siar_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2016_by_election_inverurie_and_district.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward1.csv,"[1, 2, 3]","{(4,): 12.4}",,,"[1, 2, 3]","{(4,): 12.4}",,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward16.csv,,,,,"[4, 1, 2]","{(3,): 3.9000000000000004}",,,,,,,,,,,,,,,,,"[4, 2, 1]","{(4,): 862.0}"
aberdeenshire_2022_ward6.csv,,,"[1, 4, 2]","{(4,): 596.0}","[1, 4, 3]","{(2,): 3.0}","[1, 4, 2]","{(1,): 71.0, (1, 4): 10.0, (4,): 596.0, (4, 1): 25.0}",,,"[1, 4, 2]","{(4,): 596.0}",,,,,,,,,,,"[1, 4, 2]","{(4,): 596.0}"
aberdeen_2017_ward11.csv,"[1, 4, 3]","{(2,): 18.8}",,,"[1, 4, 3]","{(2,): 18.8}",,,,,,,,,,,,,,,,,,
angus_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2012_ward11.csv,,,,,"[2, 4, 1]","{(3,): 1.7000000000000002}",,,,,,,,,,,,,,,,,"[2, 4, 3]","{(3,): 17.0}"
argyll_bute_2021_by_election_lomond_north.csv,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2022_ward1.csv,"[1, 3, 4]","{(2,): 3.0}",,,"[1, 3, 4]","{(2,): 3.0}",,,,,,,,,,,,,,,,,,
clackmannanshire_2012_ward5.csv,"[1, 2, 4]","{(3,): 0.9}",,,"[1, 2, 4]","{(3,): 0.9}",,,,,,,,,,,,,,,,,,
dumgal_2012_ward1.csv,,,,,"[4, 1, 3]","{(2,): 19.5}",,,,,,,,,,,,,,,,,,
dumgal_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 3]","{(1,): 437.0}"
east_ayrshire_2012_ward2.csv,,,,,"[1, 4, 3]","{(2,): 15.5}",,,,,,,,,,,,,,,,,,
east_dunbartonshire_2012_ward1.csv,,,,,"[2, 3, 4]","{(1,): 20.1}",,,,,,,,,,,,,,,,,,
east_dunbartonshire_2012_ward7.csv,"[2, 4, 3]","{(1,): 6.7}",,,"[2, 4, 3]","{(1,): 6.7}",,,,,,,,,,,,,,,,,,
eilean_siar_2012_ward3.csv,,,,,"[1, 3, 2]","{(4,): 0.5}",,,,,,,,,,,,,,,,,,
eilean_siar_2017_ward4.csv,,,,,"[4, 1, 2]","{(3,): 3.2}",,,,,,,,,,,,,,,,,"[4, 2, 1]","{(4,): 174.0}"
eilean_siar_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2012_ward8.csv,"[1, 3, 4]","{(2,): 1.0}",,,"[1, 3, 4]","{(2,): 1.0}",,,,,,,,,,,,,,,,,,
falkirk_2017_ward7.csv,"[1, 3, 4]","{(2,): 3.7}",,,"[1, 3, 4]","{(2,): 3.7}",,,,,,,,,,,,,,,,,,
falkirk_2021_by_election_south.csv,,,,,,,,,,,,,,,,,,,,,,,,
highland_2022_inverness_millburn.csv,,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 3]","{(1,): 470.0}"
midlothian_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,"[3, 1, 4]","{(1,): 413.0}"
moray_2012_ward7.csv,"[2, 1, 3]","{(4,): 1.0}",,,"[1, 2, 3]","{(4,): 1.0}",,,,,,,,,,,,,,,,,,
moray_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
moray_2017_ward3.csv,,,"[4, 3, 2]","{(2,): 379.0}",,,,,,,,,,,,,,,,,,,,
moray_2017_ward7.csv,"[2, 4, 1]","{(3,): 5.7}",,,"[2, 4, 1]","{(3,): 5.7}",,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward13.csv,"[1, 3, 4]","{(2,): 9.700000000000001}",,,"[1, 3, 4]","{(2,): 9.700000000000001}",,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward9.csv,"[2, 3, 4]","{(1,): 3.4000000000000004}",,,"[2, 3, 4]","{(1,): 3.4000000000000004}",,,,,,,,,,,,,,,,,,
orkney_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2017_ward11.csv,"[1, 3, 2]","{(4,): 9.9}",,,"[1, 3, 2]","{(4,): 9.9}",,,,,,,,,,,,,,,,,,
shetland_2012_ward5.csv,"[1, 4, 2]","{(3,): 0.9}",,,"[1, 4, 2]","{(3,): 0.9}",,,,,,,,,,,,,,,,,,
shetland_2017_ward2.csv,"[1, 4, 3]","{(2,): 1.3}",,,"[1, 4, 3]","{(2,): 1.3}",,,,,,,,,,,,,,,,,,
shetland_2017_ward6.csv,,,,,"[1, 2, 3]","{(4,): 0.5}",,,,,,,,,,,,,,,,,,
south_ayrshire_2012_ward6.csv,"[1, 2, 3]","{(4,): 14.8}",,,"[1, 2, 3]","{(4,): 14.8}",,,,,,,,,,,,,,,,,,
south_ayrshire_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,"[1, 4, 2]","{(4,): 1069.0}"
south_lanarkshire_2012_ward16.csv,"[1, 3, 2]","{(4,): 5.4}",,,"[1, 3, 2]","{(4,): 5.4}",,,,,,,,,,,,,,,,,,
stirling_2012_ward5.csv,"[1, 3, 4]","{(2,): 4.5}",,,"[1, 3, 4]","{(2,): 4.5}",,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward13.csv,,,,,"[3, 4, 2, 1]","{(5,): 11.600000000000001}",,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward15.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward16.csv,"[2, 3, 1]","{(4,): 1.5, (4, 5): 1.0, (5,): 6.300000000000001, (5, 4): 2.3000000000000003}",,,"[2, 3, 1]","{(4,): 1.5, (4, 5): 1.0, (5,): 6.300000000000001, (5, 4): 2.3000000000000003}",,,,,,,,,,,,,,,,,,
aberdeenshire_2017_by_election_inverurie.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward15.csv,"[2, 3, 1]","{(4,): 3.9000000000000004, (4, 5): 0.4, (5,): 4.6000000000000005, (5, 4): 1.2000000000000002}",,,"[2, 3, 1]","{(4,): 3.9000000000000004, (4, 5): 0.4, (5,): 4.6000000000000005, (5, 4): 1.2000000000000002}",,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward4.csv,,,"[1, 2, 5, 3]","{(1,): 590.0}",,,"[1, 2, 5, 3]","{(1,): 590.0}",,,"[1, 2, 5, 3]","{(1,): 590.0}",,,,,,,,,,,"[2, 1, 3, 5]","{(1,): 590.0, (1, 5): 240.0, (5,): 147.0, (5, 1): 92.0}"
aberdeenshire_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward9.csv,,,,,,,,,,,"[4, 1, 5, 3]","{(5,): 47.0}",,,,,,,,,,,"[4, 5, 1, 2]","{(1,): 153.0, (1, 4): 175.0, (4,): 648.0, (4, 1): 482.0}"
aberdeenshire_2020_by_election_ellon_and_district.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2021_by_election_east_garioch.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,"[3, 2, 4]","{(3, 2): 16.0, (2,): 291.0, (2, 3): 26.0, (3,): 167.0}"
aberdeen_2022_ward11.csv,,,,,"[1, 5, 2]","{(4, 3): 0.1, (3, 4): 1.3, (4,): 2.1, (3,): 12.5}",,,,,,,,,,,,,,,,,,
angus_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 3, 5]","{(1,): 1120.0}"
angus_2017_ward6.csv,,,"[1, 2, 3, 5]","{(1,): 365.0, (1, 3): 180.0, (3,): 842.0, (3, 1): 382.0}","[1, 3, 2, 4]","{(5,): 4.7}","[1, 2, 3, 5]","{(1,): 365.0, (1, 3): 180.0, (3,): 842.0, (3, 1): 382.0}",,,"[1, 2, 3, 5]","{(1,): 365.0, (1, 3): 180.0, (3,): 842.0, (3, 1): 382.0}",,,,,,,,,,,,
angus_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2017_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2021_by_election_isle_of_bute.csv,,,,,,,,,,,,,,,,,,,,,[4],"{(1,): 63.0, (1, 3): 6.2, (1, 3, 5): 1.4000000000000001, (1, 5): 0.6000000000000001, (1, 5, 3): 0.4, (3,): 12.8, (3, 1): 1.4000000000000001, (3, 1, 5): 0.2, (3, 5): 2.8000000000000003, (5,): 23.8, (5, 1): 0.6000000000000001, (5, 1, 3): 0.2, (5, 3): 2.4000000000000004, (5, 3, 1): 0.2}",,
argyll_bute_2022_ward11.csv,,,"[5, 1, 4]","{(1,): 117.0}",,,"[5, 1, 4]","{(1,): 117.0}",,,"[5, 1, 4]","{(1,): 117.0}",,,,,,,,,,,"[5, 1, 3]","{(5,): 50.0}"
clackmannanshire_2012_ward4.csv,"[1, 3, 4, 2]","{(5,): 9.700000000000001}",,,"[1, 3, 4, 2]","{(5,): 9.700000000000001}",,,,,,,,,,,,,,,,,,
dumgal_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,"[1, 4, 3, 2]","{(4,): 66.0}"
dumgal_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2017_ward11.csv,,,,,"[2, 3, 4, 5]","{(1,): 3.7}",,,,,,,,,,,,,,,,,,
dumgal_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2022_ward5.csv,,,,,"[2, 4, 1]","{(5,): 4.7, (5, 3): 0.5, (3, 5): 0.30000000000000004, (3,): 5.5}",,,,,,,,,,,,,,,,,,
dumgal_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2022_ward7.csv,"[1, 2, 4]","{(3,): 28.400000000000002}","[1, 2, 4]","{(2,): 312.0}","[1, 2, 4]","{(3,): 28.400000000000002}","[1, 2, 4]","{(2,): 312.0}","[1, 2, 4]","{(3,): 28.400000000000002}","[1, 2, 4]","{(1,): 361.0, (2,): 312.0, (1, 2): 106.0, (2, 1): 49.0}",,,,,,,,,,,,
dumgal_2022_ward8.csv,,,,,"[1, 2, 4, 3]","{(5,): 3.4000000000000004}",,,,,,,,,,,,,,,,,,
east_ayrshire_2012_ward4.csv,"[1, 2, 3, 4]","{(5,): 14.0}",,,"[1, 2, 3, 4]","{(5,): 14.0}",,,,,,,,,,,,,,,,,,
east_ayrshire_2012_ward5.csv,"[2, 5, 4]","{(1,): 21.200000000000003}",,,"[2, 5, 4]","{(1,): 21.200000000000003}",,,,,"[2, 5, 3]","{(2,): 116.0}",,,,,,,,,,,,
east_ayrshire_2012_ward6.csv,,,,,"[2, 3, 4, 5]","{(1,): 7.2}",,,,,,,,,,,,,,,,,,
east_ayrshire_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,"[1, 3, 4]","{(1,): 49.0}"
east_ayrshire_2017_ward5.csv,"[1, 5, 2]","{(3,): 12.600000000000001, (3, 4): 1.8, (4,): 0.6000000000000001}",,,"[1, 5, 2]","{(3,): 12.600000000000001, (3, 4): 1.8, (4,): 0.6000000000000001}",,,,,,,,,,,,,,,,,,
east_ayrshire_2022_ward6.csv,,,,,"[1, 2, 4]","{(5,): 1.8, (3, 5): 0.1, (3,): 14.3}",,,,,,,,,,,,,,,,,,
east_dunbartonshire_2012_ward4.csv,"[3, 2, 5]","{(1,): 1.2000000000000002, (1, 4): 0.5, (4,): 3.8000000000000003, (4, 1): 2.0}",,,"[3, 2, 5]","{(1,): 1.2000000000000002, (1, 4): 0.5, (4,): 3.8000000000000003, (4, 1): 2.0}",,,,,,,,,,,,,,,,,,
