Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Losing Voter Bloc Original Winning Parties,Scottish STV - Losing Voter Bloc New Winning Parties,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,Scottish STV - Winning Voter Bloc Original Winning Parties,Scottish STV - Winning Voter Bloc New Winning Parties,Scottish STV - Alt Winning Voter Bloc Anomaly,Scottish STV - Removed Alt Winner Ballots,Scottish STV - Alt Winning Voter Bloc Original Winning Parties,Scottish STV - Alt Winning Voter Bloc New Winning Parties,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Losing Voter Bloc Original Winning Parties,Meek STV - Losing Voter Bloc New Winning Parties,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Meek STV - Winning Voter Bloc Original Winning Parties,Meek STV - Winning Voter Bloc New Winning Parties,Meek STV - Alt Winning Voter Bloc Anomaly,Meek STV - Removed Alt Winner Ballots,Meek STV - Alt Winning Voter Bloc Original Winning Parties,Meek STV - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Loser Ballots,Chamberlin-Courant (OM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Winner Ballots,Chamberlin-Courant (OM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Alt Winner Ballots,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Loser Ballots,Chamberlin-Courant (PM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Winner Ballots,Chamberlin-Courant (PM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Alt Winner Ballots,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc New Winning Parties,Expanding Approvals PM - Losing Voter Bloc Anomaly,Expanding Approvals PM - Removed Loser Ballots,Expanding Approvals PM - Losing Voter Bloc Original Winning Parties,Expanding Approvals PM - Losing Voter Bloc New Winning Parties,Expanding Approvals PM - Winning Voter Bloc Anomaly,Expanding Approvals PM - Removed Winner Ballots,Expanding Approvals PM - Winning Voter Bloc Original Winning Parties,Expanding Approvals PM - Winning Voter Bloc New Winning Parties,Expanding Approvals PM - Alt Winning Voter Bloc Anomaly,Expanding Approvals PM - Removed Alt Winner Ballots,Expanding Approvals PM - Alt Winning Voter Bloc Original Winning Parties,Expanding Approvals PM - Alt Winning Voter Bloc New Winning Parties,Expanding Approvals OM - Losing Voter Bloc Anomaly,Expanding Approvals OM - Removed Loser Ballots,Expanding Approvals OM - Losing Voter Bloc Original Winning Parties,Expanding Approvals OM - Losing Voter Bloc New Winning Parties,Expanding Approvals OM - Winning Voter Bloc Anomaly,Expanding Approvals OM - Removed Winner Ballots,Expanding Approvals OM - Winning Voter Bloc Original Winning Parties,Expanding Approvals OM - Winning Voter Bloc New Winning Parties,Expanding Approvals OM - Alt Winning Voter Bloc Anomaly,Expanding Approvals OM - Removed Alt Winner Ballots,Expanding Approvals OM - Alt Winning Voter Bloc Original Winning Parties,Expanding Approvals OM - Alt Winning Voter Bloc New Winning Parties
aberdeen_2022_ward8.csv,,,,,"[3, 4, 6, 5]","{(6,): 66}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']","[3, 4, 6, 5]","{(6,): 66}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']",,,,,"[4, 6, 3, 1]","{(4, 3): 89, (3, 4): 80, (4,): 22, (3,): 20}","['Grn', 'Lab', 'SNP', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']","[4, 6, 3, 1]","{(4, 3): 89, (3, 4): 80, (4,): 22, (3,): 20}","['Grn', 'Lab', 'SNP', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']",,,,,"[3, 5, 6, 7]","{(4, 6): 1, (4,): 22, (6, 4): 8, (6,): 132}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Grn', 'Lab', 'SNP']",,,,,,,,,"[3, 5, 6, 7]","{(4, 6): 1, (4,): 22, (6, 4): 8, (6,): 132}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Grn', 'Lab', 'SNP']",,,,,,,,,"[4, 3, 6, 5]","{(6,): 198}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']","[4, 3, 6, 5]","{(6,): 198}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']",,,,,"[4, 6, 3, 1]","{(4, 3): 44, (3, 4): 40, (4,): 11, (3,): 10}","['Grn', 'Lab', 'SNP', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']","[4, 6, 3, 1]","{(4, 3): 44, (3, 4): 40, (4,): 11, (3,): 10}","['Grn', 'Lab', 'SNP', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']"
aberdeen_2022_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 5, 2]","{(2,): 122, (2, 4): 2, (4,): 307, (4, 2): 3}","['Con', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']","[4, 5, 2]","{(2,): 122, (2, 4): 2, (4,): 307, (4, 2): 3}","['Con', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']",,,,,,,,,,,,
angus_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2017_ward8.csv,,,,,"[1, 7, 3, 6]","{(3,): 40, (3, 7): 27, (7,): 240, (7, 3): 80}","['Con', 'Ind', 'Ind', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[1, 7, 3, 6]","{(3,): 40, (3, 7): 27, (7,): 240, (7, 3): 80}","['Con', 'Ind', 'Ind', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']",,,,,"[1, 7, 3, 6]","{(3,): 40, (3, 7): 27, (7,): 240, (7, 3): 80}","['Con', 'Ind', 'Ind', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[1, 7, 3, 6]","{(3,): 40, (3, 7): 27, (7,): 240, (7, 3): 80}","['Con', 'Ind', 'Ind', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 5, 4]","{(3,): 56, (3, 6): 14, (3, 6, 7): 2, (3, 7): 5, (6,): 80, (6, 3): 10, (6, 3, 7): 0, (6, 7): 5, (6, 7, 3): 2, (7,): 14, (7, 3): 2, (7, 3, 6): 2, (7, 6): 2, (7, 6, 3): 0}","['Con', 'Ind', 'Ind']","['Ind', 'Ind', 'Ind']","[2, 4, 5]","{(2,): 43, (2, 5): 5, (5,): 17, (5, 2): 3}","['Con', 'Ind', 'Ind']","['Ind', 'Ind', 'Ind']","[2, 4, 5]","{(2,): 43, (2, 5): 5, (5,): 17, (5, 2): 3}","['Con', 'Ind', 'Ind']","['Ind', 'Ind', 'Ind']","[2, 4, 5]","{(3,): 81, (3, 6): 20, (3, 6, 7): 4, (3, 7): 8, (6,): 115, (6, 3): 15, (6, 3, 7): 1, (6, 7): 8, (6, 7, 3): 4, (7,): 20, (7, 3): 3, (7, 3, 6): 4, (7, 6): 3, (7, 6, 3): 1}","['Con', 'Ind', 'Ind']","['Ind', 'Ind', 'Ind']","[2, 4, 1]","{(1,): 43, (1, 2): 18, (2,): 43, (2, 1): 12}","['Con', 'Ind', 'Ind']","['Con', 'Ind', 'Ind']","[2, 4, 1]","{(1,): 43, (1, 2): 18, (2,): 43, (2, 1): 12}","['Con', 'Ind', 'Ind']","['Con', 'Ind', 'Ind']"
argyll_bute_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2017_ward8.csv,,,,,"[5, 7, 3]","{(5,): 20, (5, 6): 6, (6,): 7, (6, 5): 3}","['Ind', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']",,,,,,,,,"[5, 7, 3]","{(5,): 20, (5, 6): 6, (6,): 7, (6, 5): 3}","['Ind', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2017_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2022_ward10.csv,,,,,"[6, 4, 5, 7]","{(5, 4): 18, (4, 5): 12, (5,): 102, (4,): 119}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']","[6, 4, 5, 7]","{(5, 4): 18, (4, 5): 12, (5,): 102, (4,): 119}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']",,,,,"[4, 5, 6, 7]","{(5, 4): 9, (4, 5): 6, (5,): 51, (4,): 59}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']","[4, 5, 6, 7]","{(5, 4): 9, (4, 5): 6, (5,): 51, (4,): 59}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6, 4, 5, 7]","{(5, 4): 18, (4, 5): 12, (5,): 102, (4,): 119}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']","[6, 4, 5, 7]","{(5, 4): 18, (4, 5): 12, (5,): 102, (4,): 119}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']",,,,,"[6, 5, 4, 7]","{(4,): 119}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']","[6, 5, 4, 7]","{(4,): 119}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']"
argyll_bute_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2022_ward9.csv,"[1, 6, 2]","{(5, 4, 7): 1, (7, 5, 4): 3, (5, 4): 2, (4, 5): 1, (5,): 7, (4, 7): 3, (5, 7, 4): 1, (7,): 69, (4,): 21, (7, 4): 1, (5, 7): 7, (7, 5): 17}","['Con', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']",,,,,,,,,,,,,"[6, 1, 3]","{(1,): 190}","['Con', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']","[6, 1, 3]","{(1,): 190}","['Con', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 6, 1]","{(1,): 63}","['Con', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']","[2, 6, 1]","{(1,): 63}","['Con', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']","[1, 6, 2]","{(5, 4, 7): 0, (7, 5, 4): 2, (5, 4): 1, (4, 5): 0, (5,): 5, (4, 7): 2, (5, 7, 4): 0, (7,): 55, (4,): 16, (7, 4): 0, (5, 7): 5, (7, 5): 13}","['Con', 'Ind', 'Ind']","['Con', 'Ind', 'SNP']","[6, 1, 3]","{(1,): 126}","['Con', 'Ind', 'Ind']","['Con', 'Ind', 'SNP']","[6, 1, 3]","{(1,): 126}","['Con', 'Ind', 'Ind']","['Con', 'Ind', 'SNP']"
clackmannanshire_2012_ward1.csv,,,,,,,,,,,,,,,,,"[3, 4, 7, 6]","{(3,): 107, (3, 4): 22, (4,): 40, (4, 3): 19}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[3, 4, 7, 6]","{(3,): 107, (3, 4): 22, (4,): 40, (4, 3): 19}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 3, 5, 7]","{(3,): 71, (3, 4): 14, (3, 4, 7): 8, (3, 7): 318, (3, 7, 4): 28, (4,): 26, (4, 3): 12, (4, 3, 7): 4, (4, 7): 2, (7,): 20, (7, 3): 154, (7, 3, 4): 8, (7, 4): 3, (7, 4, 3): 1}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[4, 3, 5, 7]","{(3,): 71, (3, 4): 14, (3, 4, 7): 8, (3, 7): 318, (3, 7, 4): 28, (4,): 26, (4, 3): 12, (4, 3, 7): 4, (4, 7): 2, (7,): 20, (7, 3): 154, (7, 3, 4): 8, (7, 4): 3, (7, 4, 3): 1}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']",,,,,"[4, 3, 5, 7]","{(3,): 71, (3, 4): 14, (3, 4, 7): 8, (3, 7): 318, (3, 7, 4): 28, (4,): 26, (4, 3): 12, (4, 3, 7): 4, (4, 7): 2, (7,): 20, (7, 3): 154, (7, 3, 4): 8, (7, 4): 3, (7, 4, 3): 1}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[4, 3, 5, 7]","{(3,): 71, (3, 4): 14, (3, 4, 7): 8, (3, 7): 318, (3, 7, 4): 28, (4,): 26, (4, 3): 12, (4, 3, 7): 4, (4, 7): 2, (7,): 20, (7, 3): 154, (7, 3, 4): 8, (7, 4): 3, (7, 4, 3): 1}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']"
clackmannanshire_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 2, 3, 4]","{(4,): 6, (4, 5): 57, (5,): 20, (5, 4): 76}","['Grn', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[5, 2, 3, 4]","{(4,): 6, (4, 5): 57, (5,): 20, (5, 4): 76}","['Grn', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']"
clackmannanshire_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clackmannanshire_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 6, 3]","{(7, 2, 4): 0, (2, 7): 0, (2, 4): 1, (2,): 11, (4, 7): 4, (4, 2): 8, (7,): 4, (7, 4, 2): 0, (4,): 84, (7, 4): 0, (4, 2, 7): 1, (4, 7, 2): 1}","['Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP']",,,,,,,,
clackmannanshire_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clackmannanshire_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2012_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 4, 5, 6]","{(3,): 6, (3, 7): 1, (7,): 5, (7, 3): 0}","['Con', 'Con', 'Grn', 'Lab']","['Con', 'Con', 'Lab', 'SNP']","[4, 2, 5, 6]","{(2,): 86, (2, 4): 1, (2, 4, 5): 1, (2, 5): 3, (2, 5, 4): 1, (4,): 14, (4, 2): 0, (4, 2, 5): 0, (4, 5): 5, (4, 5, 2): 0, (5,): 16, (5, 2): 2, (5, 2, 4): 0, (5, 4): 3, (5, 4, 2): 0}","['Con', 'Con', 'Grn', 'Lab']","['Con', 'Con', 'Lab', 'SNP']","[4, 2, 5, 6]","{(2,): 86, (2, 4): 1, (2, 4, 5): 1, (2, 5): 3, (2, 5, 4): 1, (4,): 14, (4, 2): 0, (4, 2, 5): 0, (4, 5): 5, (4, 5, 2): 0, (5,): 16, (5, 2): 2, (5, 2, 4): 0, (5, 4): 3, (5, 4, 2): 0}","['Con', 'Con', 'Grn', 'Lab']","['Con', 'Con', 'Lab', 'SNP']",,,,,,,,,,,,
dumgal_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2017_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 1, 3, 4]","{(2,): 183}","['Con', 'Ind', 'LD', 'Lab']","['Con', 'LD', 'Lab', 'SNP']","[2, 1, 3, 4]","{(2,): 183}","['Con', 'Ind', 'LD', 'Lab']","['Con', 'LD', 'Lab', 'SNP']",,,,,"[2, 1, 3, 4]","{(2,): 183}","['Con', 'Ind', 'LD', 'Lab']","['Con', 'LD', 'Lab', 'SNP']","[2, 1, 3, 4]","{(2,): 183}","['Con', 'Ind', 'LD', 'Lab']","['Con', 'LD', 'Lab', 'SNP']"
dumgal_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 6, 4, 2]","{(1,): 412, (1, 6): 34, (6,): 36, (6, 1): 6}","['Con', 'Lab', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[1, 6, 4, 2]","{(1,): 412, (1, 6): 34, (6,): 36, (6, 1): 6}","['Con', 'Lab', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']"
dumgal_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2022_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6, 3, 4, 7]","{(4,): 74}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']","[6, 3, 4, 7]","{(4,): 74}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'Lab', 'SNP']",,,,,"[6, 2, 4, 3]","{(4, 3): 24, (4, 6): 7, (6, 3, 4): 8, (3, 4): 17, (4, 3, 6): 7, (6, 4, 3): 8, (3, 6, 4): 1, (4,): 111, (6, 3): 4, (3, 6): 4, (6, 4): 12, (6,): 313, (3,): 31, (4, 6, 3): 5, (3, 4, 6): 3}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'Con', 'SNP']","[6, 2, 4, 3]","{(4, 3): 24, (4, 6): 7, (6, 3, 4): 8, (3, 4): 17, (4, 3, 6): 7, (6, 4, 3): 8, (3, 6, 4): 1, (4,): 111, (6, 3): 4, (3, 6): 4, (6, 4): 12, (6,): 313, (3,): 31, (4, 6, 3): 5, (3, 4, 6): 3}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'Con', 'SNP']"
dumgal_2022_ward12.csv,,,,,,,,,,,,,,,,,"[1, 2, 6]","{(2,): 198}","['Con', 'Ind', 'Lab']","['Con', 'Con', 'Lab']","[1, 2, 6]","{(2,): 198}","['Con', 'Ind', 'Lab']","['Con', 'Con', 'Lab']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2022_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 1, 5, 6]","{(2,): 69, (2, 7): 0, (7,): 7}","['Grn', 'LD', 'Lab', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']","[4, 1, 5, 6]","{(4,): 86}","['Grn', 'LD', 'Lab', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']","[4, 1, 5, 6]","{(4,): 86}","['Grn', 'LD', 'Lab', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']"
dundee_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 7, 5]","{(7,): 76}","['EDIA', 'Lab', 'SNP']","['EDIA', 'Lab', 'Lab']","[4, 7, 5]","{(7,): 76}","['EDIA', 'Lab', 'SNP']","['EDIA', 'Lab', 'Lab']"
east_dunbartonshire_2017_ward4.csv,,,,,"[2, 4, 3, 7]","{(4,): 500}","['Con', 'LD', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[2, 4, 3, 7]","{(4,): 500}","['Con', 'LD', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,"[2, 4, 3, 7]","{(4,): 500}","['Con', 'LD', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[2, 4, 3, 7]","{(4,): 500}","['Con', 'LD', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 2, 7, 5]","{(2,): 18, (2, 5): 0, (5,): 51}","['Con', 'LD', 'SNP', 'SNP']","['Con', 'LD', 'Lab', 'SNP']","[4, 2, 7, 5]","{(2,): 18, (2, 5): 0, (5,): 51}","['Con', 'LD', 'SNP', 'SNP']","['Con', 'LD', 'Lab', 'SNP']",,,,,,,,,,,,
east_dunbartonshire_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 5, 3]","{(2,): 117, (2, 4): 1, (2, 7): 2, (2, 7, 4): 0, (4,): 23, (4, 2): 1, (4, 7): 2, (7,): 4, (7, 4): 1}","['Ind', 'LD', 'SNP']","['LD', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6, 3, 7]","{(3,): 67}","['LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP']","[6, 3, 7]","{(3,): 67}","['LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP']",,,,,,,,,,,,
east_lothian_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 4, 7]","{(1,): 41, (1, 2): 2, (1, 2, 3): 1, (1, 3): 25, (1, 3, 2): 1, (2,): 27, (2, 1): 4, (2, 1, 3): 1, (3,): 62, (3, 1): 22, (3, 2, 1): 1}","['LD', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[5, 4, 7]","{(5,): 189}","['LD', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[5, 4, 7]","{(5,): 189}","['LD', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']",,,,,,,,,,,,
