Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Losing Voter Bloc Original Winning Parties,Scottish STV - Losing Voter Bloc New Winning Parties,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,Scottish STV - Winning Voter Bloc Original Winning Parties,Scottish STV - Winning Voter Bloc New Winning Parties,Scottish STV - Alt Winning Voter Bloc Anomaly,Scottish STV - Removed Alt Winner Ballots,Scottish STV - Alt Winning Voter Bloc Original Winning Parties,Scottish STV - Alt Winning Voter Bloc New Winning Parties,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Losing Voter Bloc Original Winning Parties,Meek STV - Losing Voter Bloc New Winning Parties,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Meek STV - Winning Voter Bloc Original Winning Parties,Meek STV - Winning Voter Bloc New Winning Parties,Meek STV - Alt Winning Voter Bloc Anomaly,Meek STV - Removed Alt Winner Ballots,Meek STV - Alt Winning Voter Bloc Original Winning Parties,Meek STV - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Loser Ballots,Chamberlin-Courant (OM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Winner Ballots,Chamberlin-Courant (OM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Alt Winner Ballots,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Loser Ballots,Chamberlin-Courant (PM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Winner Ballots,Chamberlin-Courant (PM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Alt Winner Ballots,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc New Winning Parties,Expanding Approvals PM - Losing Voter Bloc Anomaly,Expanding Approvals PM - Removed Loser Ballots,Expanding Approvals PM - Losing Voter Bloc Original Winning Parties,Expanding Approvals PM - Losing Voter Bloc New Winning Parties,Expanding Approvals PM - Winning Voter Bloc Anomaly,Expanding Approvals PM - Removed Winner Ballots,Expanding Approvals PM - Winning Voter Bloc Original Winning Parties,Expanding Approvals PM - Winning Voter Bloc New Winning Parties,Expanding Approvals PM - Alt Winning Voter Bloc Anomaly,Expanding Approvals PM - Removed Alt Winner Ballots,Expanding Approvals PM - Alt Winning Voter Bloc Original Winning Parties,Expanding Approvals PM - Alt Winning Voter Bloc New Winning Parties,Expanding Approvals OM - Losing Voter Bloc Anomaly,Expanding Approvals OM - Removed Loser Ballots,Expanding Approvals OM - Losing Voter Bloc Original Winning Parties,Expanding Approvals OM - Losing Voter Bloc New Winning Parties,Expanding Approvals OM - Winning Voter Bloc Anomaly,Expanding Approvals OM - Removed Winner Ballots,Expanding Approvals OM - Winning Voter Bloc Original Winning Parties,Expanding Approvals OM - Winning Voter Bloc New Winning Parties,Expanding Approvals OM - Alt Winning Voter Bloc Anomaly,Expanding Approvals OM - Removed Alt Winner Ballots,Expanding Approvals OM - Alt Winning Voter Bloc Original Winning Parties,Expanding Approvals OM - Alt Winning Voter Bloc New Winning Parties
perth_kinross_2022_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2022_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2022_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 4, 5]","{(2,): 38}","['Con', 'LD', 'SNP']","['LD', 'LD', 'Scottish Borders']","[2, 4, 5]","{(2,): 38}","['Con', 'LD', 'SNP']","['LD', 'LD', 'Scottish Borders']"
sc_borders_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 4, 6]","{(4,): 72}","['Con', 'LD', 'SNP']","['Con', 'Lab', 'SNP']","[1, 4, 6]","{(4,): 72}","['Con', 'LD', 'SNP']","['Con', 'Lab', 'SNP']",,,,,,,,,,,,
sc_borders_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2012_ward5.csv,,,,,,,,,,,,,,,,,"[3, 6, 5]","{(3,): 83, (3, 6): 19, (6,): 40, (6, 3): 14}","['Ind', 'LD', 'Scottish Borders']","['Ind', 'SNP', 'Scottish Borders']","[3, 6, 5]","{(3,): 83, (3, 6): 19, (6,): 40, (6, 3): 14}","['Ind', 'LD', 'Scottish Borders']","['Ind', 'SNP', 'Scottish Borders']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2017_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2022_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 5, 1]","{(4,): 486}","['Con', 'Ind', 'Ind']","['Ind', 'Ind', 'Ind']","[4, 5, 1]","{(4,): 486}","['Con', 'Ind', 'Ind']","['Ind', 'Ind', 'Ind']",,,,,"[4, 5, 1]","{(4,): 486}","['Con', 'Ind', 'Ind']","['Ind', 'Ind', 'Ind']","[4, 5, 1]","{(4,): 486}","['Con', 'Ind', 'Ind']","['Ind', 'Ind', 'Ind']"
sc_borders_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2017_ward1.csv,,,,,"[1, 2, 3, 5]","{(1,): 92, (1, 5): 744, (5,): 37, (5, 1): 417}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'SNP', 'SNP']","[1, 2, 3, 5]","{(1,): 92, (1, 5): 744, (5,): 37, (5, 1): 417}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'SNP', 'SNP']",,,,,"[1, 2, 3, 5]","{(1,): 92, (1, 5): 744, (5,): 37, (5, 1): 417}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'SNP', 'SNP']","[1, 2, 3, 5]","{(1,): 92, (1, 5): 744, (5,): 37, (5, 1): 417}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 3, 5, 2]","{(1,): 92, (1, 5): 744, (5,): 37, (5, 1): 417}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'SNP', 'SNP']","[1, 3, 5, 2]","{(1,): 92, (1, 5): 744, (5,): 37, (5, 1): 417}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'SNP', 'SNP']",,,,,"[1, 3, 5, 2]","{(1,): 46, (1, 5): 372, (5,): 18, (5, 1): 208}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'SNP', 'SNP']","[1, 3, 5, 2]","{(1,): 46, (1, 5): 372, (5,): 18, (5, 1): 208}","['Con', 'Con', 'Lab', 'SNP']","['Con', 'Con', 'SNP', 'SNP']"
south_ayrshire_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 1, 5, 6]","{(2,): 35, (2, 5): 288, (5,): 25, (5, 2): 171}","['Con', 'Con', 'Ind', 'SNP']","['Con', 'Con', 'SNP', 'SNP']","[2, 1, 5, 6]","{(2,): 35, (2, 5): 288, (5,): 25, (5, 2): 171}","['Con', 'Con', 'Ind', 'SNP']","['Con', 'Con', 'SNP', 'SNP']"
south_ayrshire_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 3, 4]","{(1,): 76}","['Con', 'Ind', 'Ind']","['Con', 'Ind', 'SNP']","[1, 3, 4]","{(1,): 76}","['Con', 'Ind', 'Ind']","['Con', 'Ind', 'SNP']",,,,,,,,,,,,
south_ayrshire_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward10.csv,"[2, 6, 5]","{(1,): 16, (1, 3): 10, (3,): 76, (3, 1): 35}","['Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP']",,,,,,,,,,,,,"[2, 6, 4]","{(2,): 38}","['Lab', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[2, 6, 4]","{(2,): 38}","['Lab', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 6, 4]","{(2,): 58}","['Lab', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[2, 6, 4]","{(2,): 58}","['Lab', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']"
south_lanarkshire_2012_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 1, 3]","{(2,): 15, (2, 6): 7, (6,): 28, (6, 2): 14}","['LD', 'Lab', 'Lab']","['LD', 'Lab', 'SNP']","[1, 5, 3]","{(5,): 74}","['LD', 'Lab', 'Lab']","['LD', 'Lab', 'SNP']","[1, 5, 3]","{(5,): 74}","['LD', 'Lab', 'Lab']","['LD', 'Lab', 'SNP']",,,,,"[5, 3, 1]","{(1,): 194, (1, 5): 46, (5,): 74, (5, 1): 23}","['LD', 'Lab', 'Lab']","['LD', 'Lab', 'SNP']","[5, 3, 1]","{(1,): 194, (1, 5): 46, (5,): 74, (5, 1): 23}","['LD', 'Lab', 'Lab']","['LD', 'Lab', 'SNP']"
south_lanarkshire_2012_ward13.csv,,,,,"[2, 4, 1]","{(2,): 88}","['Lab', 'Lab', 'SNP']","['LD', 'Lab', 'SNP']","[2, 4, 1]","{(2,): 88}","['Lab', 'Lab', 'SNP']","['LD', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 4, 1]","{(2,): 88}","['Lab', 'Lab', 'SNP']","['LD', 'Lab', 'SNP']","[2, 4, 1]","{(2,): 88}","['Lab', 'Lab', 'SNP']","['LD', 'Lab', 'SNP']",,,,,,,,,,,,
south_lanarkshire_2012_ward14.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward2.csv,,,,,"[2, 5, 4]","{(2,): 71, (2, 5): 9, (5,): 23, (5, 2): 4}","['Ind', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']","[2, 5, 4]","{(2,): 71, (2, 5): 9, (5,): 23, (5, 2): 4}","['Ind', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward20.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward3.csv,"[6, 2, 3]","{(4,): 33, (4, 5): 5, (5,): 37, (5, 4): 3}","['Con', 'Lab', 'SNP']","['Con', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 1, 3]","{(1,): 95}","['Lab', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[2, 1, 3]","{(1,): 95}","['Lab', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']"
south_lanarkshire_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6, 4, 3]","{(5,): 140, (5, 6): 24, (6,): 13, (6, 5): 8}","['Con', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[6, 4, 5]","{(5,): 420, (5, 6): 72, (6,): 41, (6, 5): 24}","['Con', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']"
south_lanarkshire_2017_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward16.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 6, 5]","{(6,): 435}","['LD', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[1, 6, 5]","{(6,): 435}","['LD', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']"
south_lanarkshire_2022_ward16.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward17.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 4, 3]","{(4,): 301}","['LD', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']","[2, 4, 3]","{(4,): 301}","['LD', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']",,,,,"[2, 4, 6]","{(4,): 150}","['Con', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[2, 4, 6]","{(4,): 150}","['Con', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']"
stirling_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west_lothian_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 4, 5]","{(4,): 497}","['Con', 'Lab', 'SNP']","['Con', 'SNP', 'SNP']","[2, 4, 5]","{(4,): 497}","['Con', 'Lab', 'SNP']","['Con', 'SNP', 'SNP']"
west_lothian_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west_lothian_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west_lothian_2017_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 3, 4]","{(1,): 167}","['Con', 'Ind', 'SNP']","['Ind', 'Lab', 'SNP']","[1, 3, 4]","{(1,): 167}","['Con', 'Ind', 'SNP']","['Ind', 'Lab', 'SNP']"
west_lothian_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward17.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 7, 4, 3]","{(2,): 95}","['LD', 'Lab', 'SNP', 'SNP']","['Con', 'LD', 'SNP', 'SNP']",,,,
aberdeenshire_2012_ward19.csv,,,,,"[3, 2, 5, 4]","{(2,): 71, (2, 5): 46, (5,): 154, (5, 2): 55}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'LD', 'SNP', 'SNP']","[3, 2, 5, 4]","{(2,): 71, (2, 5): 46, (5,): 154, (5, 2): 55}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'LD', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 2, 5, 4]","{(2,): 71, (2, 3): 11, (2, 3, 5): 11, (2, 5): 46, (2, 5, 3): 8, (3,): 26, (3, 2): 4, (3, 2, 5): 3, (3, 5): 8, (3, 5, 2): 7, (5,): 154, (5, 2): 55, (5, 2, 3): 14, (5, 3): 15, (5, 3, 2): 11}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'LD', 'SNP', 'SNP']","[3, 2, 5, 4]","{(2,): 71, (2, 3): 11, (2, 3, 5): 11, (2, 5): 46, (2, 5, 3): 8, (3,): 26, (3, 2): 4, (3, 2, 5): 3, (3, 5): 8, (3, 5, 2): 7, (5,): 154, (5, 2): 55, (5, 2, 3): 14, (5, 3): 15, (5, 3, 2): 11}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'LD', 'SNP', 'SNP']",,,,,"[3, 2, 5, 4]","{(2,): 47, (2, 3): 7, (2, 3, 5): 7, (2, 5): 30, (2, 5, 3): 5, (3,): 17, (3, 2): 2, (3, 2, 5): 2, (3, 5): 5, (3, 5, 2): 4, (5,): 102, (5, 2): 36, (5, 2, 3): 9, (5, 3): 10, (5, 3, 2): 7}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'LD', 'SNP', 'SNP']","[3, 2, 5, 4]","{(2,): 47, (2, 3): 7, (2, 3, 5): 7, (2, 5): 30, (2, 5, 3): 5, (3,): 17, (3, 2): 2, (3, 2, 5): 2, (3, 5): 5, (3, 5, 2): 4, (5,): 102, (5, 2): 36, (5, 2, 3): 9, (5, 3): 10, (5, 3, 2): 7}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'LD', 'SNP', 'SNP']"
aberdeenshire_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 4, 5, 6]","{(2,): 163, (2, 5): 34, (5,): 127, (5, 2): 30}","['Con', 'Ind', 'Lab', 'SNP']","['Ind', 'Ind', 'LD', 'SNP']",,,,,,,,,"[3, 4, 5, 6]","{(2,): 163, (2, 5): 34, (5,): 127, (5, 2): 30}","['Con', 'Ind', 'Lab', 'SNP']","['Ind', 'Ind', 'LD', 'SNP']",,,,,,,,,"[4, 5, 6, 3]","{(2,): 108, (2, 4): 7, (4,): 56, (4, 2): 8}","['Con', 'Ind', 'SNP', 'SNP']","['Ind', 'Ind', 'LD', 'SNP']",,,,,,,,,"[4, 5, 2, 3]","{(4,): 85}","['Con', 'Ind', 'SNP', 'SNP']","['Con', 'Ind', 'Ind', 'SNP']","[4, 5, 2, 3]","{(4,): 85}","['Con', 'Ind', 'SNP', 'SNP']","['Con', 'Ind', 'Ind', 'SNP']"
aberdeenshire_2017_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 5, 1, 7]","{(5,): 21, (5, 7): 9, (7,): 253, (7, 5): 28}","['Con', 'Con', 'LD', 'SNP']","['Con', 'Con', 'LD', 'SNP']","[4, 5, 1, 7]","{(5,): 21, (5, 7): 9, (7,): 253, (7, 5): 28}","['Con', 'Con', 'LD', 'SNP']","['Con', 'Con', 'LD', 'SNP']",,,,,"[4, 5, 1, 7]","{(5,): 21, (5, 7): 9, (7,): 253, (7, 5): 28}","['Con', 'Con', 'LD', 'SNP']","['Con', 'Con', 'LD', 'SNP']","[4, 5, 1, 7]","{(5,): 21, (5, 7): 9, (7,): 253, (7, 5): 28}","['Con', 'Con', 'LD', 'SNP']","['Con', 'Con', 'LD', 'SNP']"
aberdeenshire_2017_ward17.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2022_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2022_ward14.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2022_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 2, 1, 3]","{(5, 2): 6, (2,): 106, (5,): 16, (2, 5): 18}","['Con', 'LD', 'SNP', 'SNP']","['Con', 'LD', 'SNP', 'SNP']","[5, 2, 1, 3]","{(5, 2): 6, (2,): 106, (5,): 16, (2, 5): 18}","['Con', 'LD', 'SNP', 'SNP']","['Con', 'LD', 'SNP', 'SNP']"
aberdeen_2012_ward13.csv,,,,,,,,,,,,,,,,,"[2, 6, 7]","{(6,): 526}","['Ind', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP']","[2, 6, 7]","{(6,): 526}","['Ind', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 6, 7]","{(6,): 526}","['Ind', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP']","[2, 6, 7]","{(6,): 526}","['Ind', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP']"
aberdeen_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 1, 4]","{(2,): 60}","['Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP']","[2, 1, 4]","{(2,): 60}","['Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP']",,,,,,,,,,,,
aberdeen_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 4, 5]","{(3,): 68}","['Con', 'Ind', 'Lab']","['Ind', 'LD', 'SNP']",,,,,,,,,"[2, 4, 5]","{(3,): 68}","['Con', 'Ind', 'Lab']","['Ind', 'LD', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 4, 1, 2]","{(4,): 61, (4, 7): 439, (7,): 16, (7, 4): 238}","['Con', 'Lab', 'SNP', 'SNP']","['Con', 'Ind', 'Lab', 'SNP']",,,,,,,,,,,,,,,,
aberdeen_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 1, 5]","{(3,): 301}","['Con', 'LD', 'SNP']","['LD', 'Lab', 'SNP']","[3, 1, 5]","{(3,): 301}","['Con', 'LD', 'SNP']","['LD', 'Lab', 'SNP']",,,,,,,,,,,,
aberdeen_2022_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
